,D003093_Ulcerative Colitis,D009062_Mouth Neoplasms,D003424_Crohn Disease,D043183_Irritable Bowel Syndrome,D002446_Celiac Disease,D015179_Colorectal Neoplasms,D003123_Colorectal Neoplasms,D002537_Atherosclerosis,D003324_Atherosclerosis,D050197_Atherosclerosis,D058729_Peripheral Arterial Disease,D003968_Diarrhea,D003967_Diarrhea,D003324_Coronary Artery Disease,D010190_Pancreatic Neoplasms,D005764_Gastroesophageal Reflux,D007822_Laryngeal Neoplasms,D015212_Inflammatory Bowel Diseases,D064726_Breast Neoplasms,D001943_Breast Neoplasms,D058922_Breast Neoplasms,D018567_Breast Neoplasms,D003248_Constipation,D010300_Parkinson Disease,D010302_Parkinson Disease,D020734_Parkinson Disease,D004938_Esophageal Neoplasms,D002583_Uterine Cervical Neoplasms,D020767_Thrombosis,D012851_Thrombosis,D020226_Thrombosis,D013927_Thrombosis,D002341_Thrombosis,D020225_Thrombosis,D013479_Thrombosis,D020244_Thrombosis,D020246_Thrombosis,D006502_Thrombosis,D012170_Thrombosis,D065666_Thrombosis,D003328_Thrombosis,D006258_Head and Neck Neoplasms,D008114_Liver Neoplasms,D008113_Liver Neoplasms,D000690_Amyotrophic Lateral Sclerosis,D016889_Endometrial Neoplasms,D008175_Lung Neoplasms,D012004_Rectal Neoplasms,D019586_Hypertension,D006974_Hypertension,D011559_Hypertension,D006975_Hypertension,D010547_Hypertension,D006978_Hypertension,D000081029_Hypertension,D065627_Hypertension,D000075222_Hypertension,D006977_Hypertension,D046110_Hypertension,D009798_Hypertension,D006976_Hypertension,D006973_Hypertension,D005759_Gastroenteritis,D005761_Gastroenteritis,D064129_Prostatic Neoplasms,D011471_Prostatic Neoplasms,D003327_Coronary Heart Disease,D013274_Stomach Neoplasms,D000544_Alzheimer Disease,D014062_Tongue Neoplasms,D000076385_Diverticular Diseases,D001749_Urinary Bladder Neoplasms,D013964_Thyroid Neoplasms,D010051_Ovarian Neoplasms,D010610_Pharyngeal Neoplasms,D001661_Biliary Tract Neoplasms,D054198_Acute Lymphoblastic Leukemia,D005706_Gallbladder Neoplasms
D058729_Peripheral Arterial Disease,0.9326113245760042,0.7786061469401473,0.6966016066360605,0.0972204015338501,0.17624299386086043,0.916440717208342,0.12020128553074527,0.5572965660327905,0.9460632619087715,0.8630837803906382,0.999999999999999,0.4294526870458739,0.7873555450458111,0.9460632619087715,0.7789959004797123,0.26327498720241005,0.758542901446432,0.7106792387113092,0.6575471114558076,0.847096458251854,0.9517165324566923,0.5435561982573522,0.7335778844294389,0.8072223865246139,0.7738158709412138,0.7621030466037,0.8025430499269791,0.888649639339425,0.6714134240138263,0.7645885115589511,0.2634187135415525,0.7801850450945353,0.6943445272232857,0.39886800945687995,0.6450197150974614,0.7294664320730593,0.7635004437019814,0.6969284844046592,0.5695103161978271,0.5948593041831061,0.6159564155083079,0.7441093120234175,0.841890571934232,0.8381094230217959,0.8236368296174794,0.7841028968595785,0.8030577157181024,0.5548519659812009,0.785442902318596,0.6342457956793778,0.764368963626422,0.6921423443220303,0.4115013786293189,0.6567669069129843,0.5965089852737415,0.004488063180059034,0.3353293745997484,0.662223941700931,0.9525382425224097,0.6551730181490891,0.7313626244328973,0.7800853030469842,0.5312245325619468,0.14259674639109113,0.3234030283077763,0.8628783479324591,0.9303898496151689,0.7832342207360906,0.8091702981762314,0.7801262286153993,0.008233345011335217,0.8489926580377574,0.9236605764163214,0.892740532045952,0.7435566433029288,0.17063129600590343,0.7967811643627531,0.7065250806470441
D003968_Diarrhea,0.4077604727111054,0.4493660418996175,0.44607369911478884,0.11496339570052388,0.18334567358825027,0.40802321822799353,0.11418425614930254,0.38722914669422287,0.4095064637152299,0.3742950372971685,0.4294526870458747,1.0,0.43983670368566896,0.4095064637152299,0.4163943828813309,0.23774750817566365,0.502880869530578,0.4368281318312281,0.4434650699423803,0.3633156841098266,0.4158036468300391,0.3715524017933743,0.4458502584999722,0.4066547654029276,0.4194729886554682,0.41617400695574747,0.42729999400608437,0.3829349172917253,0.3958697671416586,0.4445293638933546,0.24854356754285079,0.400538265049624,0.44070648955947017,0.3223928617356705,0.4240306130575312,0.4483461183518023,0.4386409165548216,0.4457742156407346,0.3891386582507539,0.3974925536313202,0.416950238391082,0.457019945435641,0.36419268281043804,0.3641135156046895,0.4666571694767838,0.4365599551599537,0.34450015441969306,0.38277669744420584,0.44289946277866893,0.41986543273962856,0.44074448019230067,0.44583910413343164,0.28017572706200233,0.435466721643277,0.40708627061784275,0.01040904564381987,0.2781776779632002,0.42816166377973564,0.41579158218612405,0.4173758986000449,0.4159468017049894,0.3322965663644474,0.3892416108324894,0.18827346866248418,0.25326101611284657,0.37911827130582443,0.41453061676037134,0.4218009737542825,0.4310347900116958,0.45827207057758823,0.0038190756496069476,0.36775239335603904,0.4002774944651996,0.3977963889838767,0.45810532020970934,0.17119117121492555,0.4490036682742941,0.4285649251663744
D003967_Diarrhea,0.7952273963566396,0.8243376801566624,0.7270736294584611,0.10912832401784489,0.18094274694225454,0.8145678476401741,0.13520283244384712,0.5462196213347394,0.8122152739743136,0.7711573493707372,0.787355545045811,0.4398367036856691,0.9999999999999991,0.8122152739743136,0.8576663473289963,0.27118074250461566,0.7776670951352701,0.7718429982457704,0.7187248073638275,0.7781401311549277,0.7844758650620799,0.5572556853241839,0.8526609588554843,0.8091986173280105,0.8194869153769173,0.8016865202095803,0.8187398767235511,0.7933098340272626,0.6297778996109306,0.8036095893039028,0.2762419730398995,0.8495164372919967,0.7217173944496539,0.4181948406305373,0.6874124207468635,0.7575565525513684,0.874944384604806,0.7653054927750684,0.6006520528820273,0.620985563198216,0.6473372886706916,0.8385064173847622,0.7779704624233691,0.7819773316777447,0.8168011376519139,0.8662537879046156,0.7363637975261824,0.5680641364482899,0.8516568546117965,0.6864182139177801,0.831292425326953,0.7223785418374487,0.4395816326922924,0.7338681517403561,0.5903156513590236,0.004597458193329714,0.33550517447531425,0.703858204035032,0.7759863574189927,0.7078079028764959,0.8050038171433885,0.7324197011750925,0.5577903672482922,0.1489988206593314,0.323719461501187,0.8064183074064701,0.7940259475114643,0.8308865608917593,0.825754380678891,0.8138916805444453,0.00843402999517835,0.7752871319302903,0.8112831419419374,0.8112550050222544,0.7596533460179036,0.1861812092800851,0.8590836624899061,0.7425887743861797
D003324_Coronary Artery Disease,0.9168316091842197,0.8111788324192032,0.6804007434763272,0.09386768210158337,0.16836480883460792,0.9170505755640627,0.11569083167070424,0.5556351322992595,0.999999999999998,0.9007717319042461,0.9460632619087698,0.40950646371523014,0.8122152739743143,0.999999999999998,0.8234087571974816,0.2512941168252758,0.7545926910887782,0.7228333732659278,0.6705005704230519,0.8844943958416926,0.9122321623767797,0.5211111241229872,0.7492754149562398,0.8284355979622531,0.7899952492625582,0.7789182642489083,0.8178563244298716,0.9193309784742405,0.6481832245871112,0.7764040984224875,0.25365352775641764,0.8132261793804713,0.7014173355607745,0.3853330618739597,0.6252211080822885,0.7433935865743195,0.7895667729009663,0.6887512027812026,0.560977514127327,0.5793899331336362,0.6057548900573438,0.7676715857757901,0.8664781905033738,0.8619411615894693,0.8397562680368972,0.811875310640008,0.833366884913026,0.5334993753386144,0.7909005459355324,0.616558036527858,0.7709029351750267,0.6734386475277334,0.3960839298349033,0.6634307489402437,0.5927225382649928,0.004273104342264258,0.3247507476490334,0.6470683142361262,0.9115725511592051,0.6445055879249784,0.7525702031641872,0.8107185149289515,0.5145435025773494,0.1380335388319405,0.31228503064897495,0.8882424565449327,0.949388130981222,0.8220917003864654,0.8142867480332298,0.788974646328223,0.007839003353520864,0.8768988481079097,0.9098983224901792,0.9187526065951502,0.7392535249702528,0.1646492497083333,0.8144095537263332,0.7012446934741753
D010190_Pancreatic Neoplasms,0.7824457396097564,0.8332748120430156,0.7066346765087926,0.12334990649014763,0.1775882001482261,0.7973134517267324,0.13269627036394885,0.5413312137330346,0.8234087571974836,0.8163151443470833,0.7789959004797128,0.4163943828813306,0.8576663473289969,0.8234087571974836,1.0000000000000009,0.26615324897009235,0.7702710623172473,0.7701995741944941,0.7124230167372286,0.8118694948761612,0.769895453529938,0.5463561076227786,0.8123895059957837,0.7841395356499086,0.8104183826577372,0.8108902780802315,0.8564373984497967,0.8054805631112841,0.6250431712713022,0.7983378492749194,0.26824056383531025,0.832422124271728,0.7087645605992825,0.4038692089212222,0.6567249892164067,0.7486807587923858,0.8612208629941317,0.7500773502878666,0.5909429380885289,0.5989746260258441,0.6468648437528322,0.8144109850837841,0.8099737611937011,0.8095972864518985,0.8117458651180589,0.8548841523622034,0.7716278998335544,0.5551429527271189,0.8368523350629581,0.6726901583550213,0.8222549382677491,0.6983462757322398,0.41206875064820225,0.7194725212786369,0.5836674576220916,0.0045122246655772205,0.3356628449759543,0.6762520005188761,0.7617480260052328,0.6961370922467033,0.7889646152157466,0.7590936646614713,0.540959623581742,0.1440824346697325,0.32153135645222936,0.8078303669276697,0.8009602437867511,0.8825026425932125,0.8075523893339313,0.8138759715918372,0.008277669219412653,0.8142480936338741,0.794205234061476,0.806978136576646,0.7576348493303254,0.18215128715368828,0.8451060505955985,0.738916555272579
D005764_Gastroesophageal Reflux,0.26031029917073284,0.2818694991545741,0.3203053560633163,0.18781335728044318,0.21868167050819376,0.250401391568209,0.1687995181962869,0.28816064758945464,0.25129411682527547,0.23148783221248698,0.26327498720241,0.23774750817566304,0.2711807425046158,0.25129411682527547,0.26615324897009207,0.9999999999999999,0.2920721292999909,0.30771586091536207,0.305280867834525,0.22405880647715598,0.27063937166057894,0.3350265079931747,0.30192296550361714,0.2625448408921892,0.2651722076910293,0.26844456096279323,0.2704141374733408,0.2387344638204005,0.3255238760345288,0.3054725600525081,0.2942485847910509,0.25708036692664976,0.3137578405281449,0.2943128446807867,0.32595723394794746,0.3045069431478129,0.28885929777609953,0.31662595485220507,0.3159409280509893,0.3266687931158531,0.34867183225144843,0.3058917592130985,0.227282951909045,0.22432181694643333,0.283445360014027,0.28801835020546207,0.21500375992008694,0.3069661432909129,0.2916908315669518,0.32918562157568154,0.29622817511830524,0.32524759126712616,0.27918448857079486,0.31389402608914635,0.3012894831268892,0.008409599149190804,0.3083133622277369,0.32387346042971327,0.27356212066580315,0.3108053175665009,0.26653291109712407,0.20861663987036203,0.35494995141317337,0.22927792691241095,0.2536150926420703,0.2337003752896147,0.25412256234760267,0.26572753216022554,0.2785627406285888,0.29070993167707115,0.0,0.22682481295089846,0.25626585511119604,0.24438693124792843,0.29129026943047165,0.21769960457261758,0.2916576762543831,0.29454370594328877
D007822_Laryngeal Neoplasms,0.7530553736520671,0.9166306146945807,0.7427021824462768,0.10883657899842741,0.2029153892632054,0.7469539676452716,0.12188017255310908,0.5645202272973774,0.7545926910887776,0.7436970784883802,0.7585429014464306,0.5028808695305778,0.7776670951352692,0.7545926910887776,0.770271062317247,0.2920721292999909,0.9999999999999997,0.7326927385382135,0.7281231479204728,0.7221045579175095,0.7544955196705744,0.5780069531795665,0.7671566798969576,0.7511045483970544,0.8484123082598823,0.7584492191163111,0.8656395924716838,0.7664576216988703,0.6447523879903727,0.7776011086801097,0.2988887411843075,0.74135969098082,0.7251985802294284,0.4430964691365863,0.6874938859418894,0.7685939185503028,0.7799074335369254,0.740794078167105,0.6111618774609865,0.6353596080036825,0.6643759822724623,0.7909723925435219,0.732281818186449,0.7257320732517496,0.7997670323910219,0.7820884608692298,0.6845946124673011,0.590233192701792,0.8008868998342439,0.673165113774814,0.7836455155645438,0.7253593606684716,0.42140125755006896,0.7075116995056752,0.6104533894383407,0.005261445652946311,0.34689158726105895,0.6919972534860042,0.7534202427221978,0.6777314935497246,0.7549720823820009,0.638920032435246,0.5912222347214564,0.16326187762458969,0.3289319384875081,0.751681928540036,0.7550089445548012,0.8500494191367284,0.7783111517954098,0.9424287368188112,0.0077216911761081,0.7329506176696239,0.7452101701961896,0.7413512141487618,0.9812208425546101,0.18430141175446466,0.7974349237465548,0.722729986223356
D015212_Inflammatory Bowel Diseases,0.7161868438753649,0.793658765990369,0.7298691491056217,0.1107189131259088,0.22211514763074236,0.7030706102208755,0.14138655067831646,0.5561742180792435,0.7228333732659279,0.6719709046476059,0.7106792387113083,0.4368281318312288,0.7718429982457709,0.7228333732659279,0.7701995741944948,0.30771586091536207,0.732692738538215,1.0,0.6878418848600103,0.6663128414582352,0.7204752318556096,0.5742298085074766,0.7952834338225502,0.7041948458939796,0.712303686009478,0.7152917764400167,0.7332493341643188,0.6945207338562503,0.6247441367037202,0.7374970674831897,0.3090940125884605,0.7233491607182428,0.7116393843213216,0.4814190240224616,0.6736460737348706,0.729253103031247,0.7879492615836098,0.7090300543384139,0.6089370069686255,0.6143005422831151,0.6534968885334912,0.7804121025687569,0.6516301558030001,0.6567006609794045,0.7819041838363399,0.7781464979566439,0.6323413488873257,0.5783793639113856,0.8016769497724788,0.6595766192304856,0.8000513166053926,0.7232915622002829,0.5395959712834821,0.6860513048671947,0.6020173247928917,0.005688018960974552,0.3649973629338501,0.7263736489906822,0.7177944830187417,0.7398711841349335,0.7132578140350859,0.60867301419935,0.606432537769164,0.17257619774168997,0.3472509913713699,0.6759712959536097,0.7275682503730629,0.7497748258431006,0.7373553078973308,0.7433465111861041,0.010434662048608672,0.6668439365416341,0.7109099624562514,0.691507000533399,0.7249526935443783,0.20118754584103515,0.7959965251049045,0.705080400623539
D064726_Breast Neoplasms,0.6701369926782302,0.7576376011390169,0.7070049807851291,0.11350695160968399,0.22421718980456276,0.6675193158696324,0.1242545490203429,0.5483988032867941,0.670500570423052,0.6168242988555478,0.6575471114558074,0.443465069942381,0.7187248073638273,0.670500570423052,0.7124230167372293,0.3052808678345257,0.7281231479204727,0.6878418848600104,1.0000000000000002,0.6034525850789698,0.6702262777455644,0.5720650442316685,0.7951282493350219,0.6650429208657959,0.6888977450068682,0.691084324566254,0.7163699501692649,0.6392962310652796,0.5988371909057306,0.7106947666938106,0.3136378633690619,0.6852055822109551,0.6957578802770812,0.44835257631120884,0.6660946278625002,0.7730208272143319,0.7407788571804339,0.7459527622778751,0.6093773276486999,0.6529767483876563,0.6501844101335357,0.8160304440283074,0.6105487224941071,0.6037970070395743,0.7205753662875835,0.7407369554513883,0.5724463512804808,0.582177324838375,0.7215882741613836,0.6439653350847468,0.7166498252966317,0.6964221221690862,0.4215735525749832,0.7679025132201576,0.634962533159301,0.006263194743163063,0.3549194572504475,0.6715021780807977,0.6673644003405722,0.7016579364171746,0.7046029040448359,0.5506016661019559,0.5848099130562908,0.18039295681519876,0.33974089451028633,0.6255985416597177,0.66099533095234,0.7070863925557643,0.7064638428193736,0.742884252572104,0.009191856910171976,0.6083679984918741,0.6528585590145568,0.6586754015064344,0.7191100428665929,0.19986016338863885,0.745627822950087,0.6632216772285848
D001943_Breast Neoplasms,0.8456944085498188,0.7769615194768481,0.6166083325638541,0.08787899668473087,0.1505626220292709,0.8667159583238855,0.11166715950586953,0.49336737349093174,0.884494395841693,0.9234923087850374,0.8470964582518542,0.3633156841098266,0.7781401311549273,0.884494395841693,0.8118694948761594,0.2240588064771561,0.7221045579175092,0.6663128414582344,0.6034525850789694,0.9999999999999982,0.8156038386761639,0.46807444608103,0.6920648279096389,0.8117900965082715,0.7894657405565528,0.7384562772682021,0.824151333085317,0.905656702444292,0.576538373518955,0.7051386746791579,0.22660048810014932,0.7755863058515962,0.6314794555146569,0.34521703123871683,0.564890285725734,0.674275406229543,0.7522890795484699,0.6218277765319594,0.5005138720155221,0.5192743173426474,0.5454050939873056,0.697311798400367,0.9179160988810076,0.928936110887978,0.7713833107909663,0.7582546600191139,0.898445968930805,0.48871265399785685,0.7445087832624004,0.5528459609911065,0.7180375235399293,0.6096070544395648,0.36272593851910334,0.5945731527626518,0.5259572034157275,0.0038818708736403635,0.2974654060919387,0.5892160577726715,0.8107445575010035,0.5938926817089966,0.7255645608819137,0.8618467418550895,0.4603577172983014,0.12065978106411474,0.29733383867952334,0.8988059307783842,0.8694289414002417,0.8370125344317947,0.7630708044406894,0.754272323691526,0.007121286156161904,0.9137200142987549,0.8611989545361165,0.8851102917203005,0.7087170981998674,0.15388588337233056,0.7492897556051477,0.665247386394328
D058922_Breast Neoplasms,0.9429872702555175,0.7782427004853584,0.7090198084135176,0.1012373212035804,0.18178117161385746,0.9137895667331613,0.12372840463101936,0.5427497673970253,0.9122321623767832,0.837967302972044,0.9517165324566942,0.41580364683003884,0.784475865062082,0.9122321623767832,0.7698954535299397,0.270639371660579,0.7544955196705757,0.720475231855611,0.6702262777455654,0.8156038386761671,1.000000000000002,0.5605757970130143,0.7516698101398112,0.7790495778306292,0.7734430729926514,0.7412740615279174,0.7851144288309219,0.8683023333978404,0.6472767613372172,0.7703400501229254,0.2732616238603652,0.7614503022416573,0.7221790536443594,0.4096262219649104,0.682156827102856,0.7386974771566082,0.7751208145010835,0.7248571123767779,0.5835173126824196,0.6108617014850819,0.6495366901116325,0.7643348951035499,0.8288465237992153,0.8192668763837249,0.7862237321102721,0.7957184724352376,0.7754034056682418,0.5681801679414775,0.7882230371817396,0.6519486156423564,0.7709265827989275,0.7056187473079464,0.42508732471485045,0.6725956619835426,0.5856085730717763,0.004660371649165498,0.34040038080057444,0.6777294382506183,0.9870084122107401,0.6652325711599485,0.7296107207418425,0.7507265583485134,0.5476377751358698,0.14732981494501188,0.3319843416881233,0.8490234351121807,0.9227891614316085,0.7727422725374392,0.7786506817980559,0.7788999542109244,0.008549444633290597,0.827775307867778,0.9377593518091514,0.8916318796835436,0.74573878113298,0.17539054628622108,0.7901485771109824,0.7132359559425409
D018567_Breast Neoplasms,0.5376624780943109,0.5725327689915771,0.6288602502715657,0.1220228136826739,0.21854289735241947,0.5199373195375779,0.1283515417189165,0.48072163668648693,0.5211111241229867,0.48146390160187674,0.5435561982573519,0.37155240179337495,0.5572556853241837,0.5211111241229867,0.546356107622779,0.3350265079931753,0.5780069531795665,0.5742298085074766,0.5720650442316686,0.4680744460810302,0.5605757970130142,0.9999999999999999,0.5876203758542135,0.5483814699560351,0.5435152696062291,0.5425867438121884,0.5487711483045447,0.4971531167916944,0.5845444643460073,0.6116041970006074,0.3165461829442366,0.5298261043647976,0.597038965125676,0.413317664578576,0.5859305832878513,0.598685006101219,0.5842991320636579,0.6141419974011,0.5577170198184299,0.5553841944117065,0.6253199224568166,0.6032331942515803,0.4747494283492258,0.46932015752343176,0.5732650608303759,0.5891302299358164,0.4453700799836695,0.5355052937045288,0.5881240099643047,0.6077956406922261,0.5836596368440986,0.6339722001477301,0.393213208328802,0.6029959429498591,0.5232514523205917,0.007998912221901704,0.34387221182912936,0.5969387244444615,0.5615001253967979,0.555764538660008,0.5406357220711132,0.43877608511158434,0.5198645376314815,0.1854113004251405,0.3209279738434387,0.4888328450905362,0.5272623357097077,0.5411309560988785,0.5665513280048048,0.5853163348694097,0.005869596874742429,0.47486344333387204,0.5339015810570953,0.5095216713892975,0.5740167712372097,0.1930585764627519,0.588183466537441,0.5765601687369595
D003248_Constipation,0.7469342647889393,0.8041605371033475,0.7598548595173557,0.10978876249689964,0.2036594797627972,0.7499241500780619,0.1264162689174824,0.5623362701357294,0.7492754149562404,0.6947818692198727,0.7335778844294388,0.44585025849997173,0.8526609588554847,0.7492754149562404,0.812389505995784,0.3019229655036168,0.7671566798969575,0.7952834338225494,0.7951282493350216,0.6920648279096396,0.7516698101398103,0.5876203758542121,1.0000000000000002,0.7370178401006798,0.767342630767603,0.7569850567730895,0.7918815401025756,0.7230425786304329,0.6402793202022867,0.77205987501406,0.3142876295996552,0.7887470170136669,0.7668083359081711,0.46961852165753976,0.7294294300019165,0.7758033512604592,0.858890895293046,0.8051397643617403,0.6409820625355378,0.6231597753346971,0.7155516863349887,0.8710126796317126,0.693209529277994,0.6940557196425848,0.7813979089120063,0.8477014510676515,0.6577327979106791,0.5968693762022018,0.8268705327324208,0.6966850796812059,0.824123830556698,0.7551342763037611,0.46794982729529,0.7684866699165429,0.6106142740484657,0.005323179294153786,0.3580226444298005,0.7326149876798863,0.7423270601308688,0.7900150416245882,0.757677591753349,0.6414751810804942,0.6052088205782571,0.16800100972979531,0.3445118726589959,0.7207879230316077,0.7379178016779074,0.7742013606629895,0.7705552079731632,0.78790955401128,0.009765364240123623,0.6926977846799517,0.7381887941472662,0.7422297704417975,0.7549131092869792,0.18919259812375877,0.8642316378518328,0.732761115994635
D010300_Parkinson Disease,0.8207526243325104,0.7808037668722054,0.704747984657082,0.12282527068779332,0.17507237198590558,0.7974870972676398,0.11225363452476504,0.5798349247402902,0.8284355979622545,0.8017134140031624,0.8072223865246133,0.4066547654029272,0.8091986173280107,0.8284355979622545,0.7841395356499086,0.2625448408921892,0.7511045483970552,0.7041948458939803,0.6650429208657956,0.8117900965082728,0.7790495778306277,0.548381469956035,0.7370178401006798,1.0000000000000009,0.8341974341864338,0.8122972674934082,0.8019808492856212,0.8000982089328686,0.6672310552630875,0.7834461886988963,0.263185530258715,0.7975524432921128,0.7243846686417285,0.39799513476140774,0.6449675980664346,0.7577909480467486,0.7895841603466204,0.69945678152424,0.5740121733706284,0.5926693192042978,0.6158729702157256,0.7454224783716564,0.7827157520548864,0.7830114872568171,0.8417235883172758,0.7979283915322555,0.7666595103448145,0.5699627546279326,0.7844848131341694,0.6379201211346881,0.7589678176615339,0.7087855635956241,0.39708916330233646,0.6653243367463776,0.616597860882769,0.0044532717709382,0.3262418660357456,0.6570903900638468,0.778250648996252,0.6401162349546708,0.7808930708300382,0.7415531779651361,0.5308479788366206,0.1438534640596357,0.3132697797278461,0.7885068633837847,0.8304417293944981,0.7856939736968787,0.820548611705137,0.7783963642045613,0.00816952022473349,0.7833576480538083,0.7983807755973283,0.79977059674061,0.7399651603575722,0.16531364317171018,0.8076823383929399,0.7030993018166949
D010302_Parkinson Disease,0.7831626172868481,0.8642755399417689,0.7154171667004776,0.10950711772474002,0.17746494193482365,0.7828431495626235,0.11445002783728471,0.5357811887104874,0.7899952492625605,0.7869449849872765,0.7738158709412147,0.41947298865546795,0.819486915376918,0.7899952492625605,0.810418382657739,0.2651722076910295,0.8484123082598827,0.7123036860094781,0.6888977450068688,0.7894657405565549,0.7734430729926509,0.5435152696062289,0.7673426307676039,0.8341974341864351,1.000000000000003,0.8332889805130603,0.8492425483716097,0.8217525821448607,0.6181391270861409,0.7634866599310783,0.26674616622389685,0.7759837382408608,0.7108819806612733,0.4107618896278338,0.660171774855616,0.7495180740633989,0.7892262198529577,0.7264106149882691,0.5867313254759607,0.5950238760419857,0.6379527910484969,0.7809140657202922,0.7866312570927718,0.7824502368366468,0.7960615220295648,0.7886362151602262,0.7453270540857312,0.5528594686220318,0.831903008614555,0.6447565322099389,0.8138038433186888,0.7030564550729148,0.4051955405730603,0.6778100081510394,0.5788565362309237,0.004509092876695503,0.3281741544886653,0.6701759483860052,0.7664657973240994,0.6575927686948988,0.8166325372517754,0.7346101863206634,0.5445651823012093,0.14326491129823288,0.3141880666073738,0.8030802920179727,0.783406397743744,0.8491853971549003,0.795953154427494,0.8691904547142406,0.008271923957518744,0.7812612549318623,0.7821287655756108,0.7911698126221361,0.8407010754788053,0.16796368204525525,0.8057618291291169,0.7113615321063318
D020734_Parkinson Disease,0.7694135514289102,0.7990625516009262,0.7059192745831686,0.10967722518600595,0.17991305843951408,0.7523104212868484,0.12097165112168634,0.5935737675351886,0.7789182642489101,0.7624052088603972,0.7621030466037004,0.4161740069557476,0.8016865202095812,0.7789182642489101,0.8108902780802315,0.26844456096279334,0.7584492191163119,0.7152917764400184,0.691084324566254,0.7384562772682043,0.7412740615279174,0.5425867438121887,0.756985056773091,0.812297267493409,0.8332889805130599,1.0000000000000013,0.8048582295870069,0.7614760134695983,0.6253808616587203,0.7498784906719629,0.2678089518324294,0.7711128929944137,0.6975504986717703,0.40590178554780243,0.6462056652765269,0.7415858399663833,0.7714096451927126,0.7186042504900083,0.5881716172171069,0.5903997914684525,0.622717473645167,0.7820347476334578,0.7328204273503406,0.732065899816096,0.7901941941101697,0.7683650399519439,0.7228415904172568,0.5530816395517111,0.8351923377041864,0.6471071544224195,0.8266212670788775,0.6973028017569929,0.43995258362274875,0.6780847543595492,0.6331512654866742,0.004596948110871738,0.33007007533195476,0.6909063993710741,0.7389867106772187,0.6633178246457326,0.8226866751096783,0.7217761574388992,0.5388102262619022,0.14605628700849974,0.3148911305325154,0.7433473444293006,0.7679789786953692,0.8006416564777681,0.8232129535181893,0.7857224976668024,0.008433094249692545,0.736968406714656,0.7498760909633679,0.7514241527901732,0.7479245229023195,0.17320000789065926,0.8183408055771527,0.696399517054105
D004938_Esophageal Neoplasms,0.7893265328159966,0.9002633158835134,0.7130482399902237,0.09675255663549816,0.18088254083960315,0.8082322433465461,0.12121298855142482,0.5634541769728059,0.817856324429873,0.8276812533511299,0.8025430499269802,0.4272999940060842,0.8187398767235533,0.817856324429873,0.8564373984497984,0.2704141374733403,0.8656395924716834,0.7332493341643207,0.7163699501692651,0.8241513330853187,0.785114428830922,0.5487711483045452,0.7918815401025764,0.8019808492856223,0.849242548371611,0.8048582295870065,1.0,0.8334761717227329,0.6848593607660155,0.7668498985883997,0.2732165464950983,0.8114752194150882,0.7131115988636514,0.4106564765052157,0.6689075320498524,0.7559214041717738,0.7985428858171881,0.7307704075717874,0.5836216127518141,0.5982886330912234,0.6481792851964285,0.8178340794508374,0.8231114115308856,0.817512857352982,0.8411573995854807,0.8072472537974219,0.7798674445631005,0.5616964601960294,0.8105377165827484,0.6441156890873062,0.7890655066270145,0.7058080498828861,0.43859611044198926,0.697755223974007,0.6056638364644383,0.004595928455085988,0.3320955700923068,0.6880245267478468,0.7770085492778251,0.6682174991000186,0.7821684796708247,0.7347479041419201,0.5489003767894515,0.14675522839729485,0.31431021055706915,0.8075839602506825,0.7985627250781967,0.9251425389801773,0.8150319668924597,0.8927752227425235,0.008431223692719508,0.8300431818295226,0.7982108744515256,0.8021612972900504,0.8569774342815176,0.17532120181197564,0.8205497897659958,0.716161215874495
D002583_Uterine Cervical Neoplasms,0.8780764272286944,0.8220888268758129,0.6539529895580403,0.09656526006356503,0.15929327899348975,0.891087401881569,0.11902606140969559,0.51677913785645,0.9193309784742422,0.9328760141216671,0.888649639339427,0.38293491729172535,0.7933098340272638,0.9193309784742422,0.8054805631112838,0.23873446382040023,0.7664576216988718,0.6945207338562507,0.6392962310652796,0.9056567024442935,0.8683023333978388,0.4971531167916943,0.7230425786304332,0.8000982089328693,0.8217525821448604,0.7614760134695983,0.8334761717227333,1.0000000000000004,0.611573881621991,0.7324252307920767,0.24178101029380328,0.7899717744245882,0.6592127199058021,0.36877917380035147,0.6001943293947926,0.7011382921625595,0.7687188652477733,0.6606364528887928,0.5309177640259869,0.5470952048009267,0.5792454178877031,0.736600552815075,0.9165731121647349,0.9120543554226718,0.8011297236012713,0.7801369134476716,0.8808803692805827,0.5092199424279186,0.7895700035801486,0.5869227156017215,0.7647049779226395,0.6432685332884733,0.37915216303368576,0.6319297012026243,0.5528439336769158,0.004047380749031595,0.3131406777553558,0.6197788761545776,0.8624908155131917,0.6193040484165593,0.7504670255159744,0.8419163110536959,0.490244879822008,0.12902455375021496,0.30226987299099173,0.9312628648735485,0.898348917725151,0.8384300993638675,0.7770694115096445,0.8003804599513694,0.007424913768387537,0.919623999024347,0.8815326670122207,0.9461896762957542,0.7545788526688786,0.1633862823057927,0.7805233211212265,0.7401031445429679
