,D003093_Ulcerative Colitis,D009062_Mouth Neoplasms,D003424_Crohn Disease,D043183_Irritable Bowel Syndrome,D002446_Celiac Disease,D015179_Colorectal Neoplasms,D003123_Colorectal Neoplasms,D002537_Atherosclerosis,D003324_Atherosclerosis,D050197_Atherosclerosis,D058729_Peripheral Arterial Disease,D003968_Diarrhea,D003967_Diarrhea,D003324_Coronary Artery Disease,D010190_Pancreatic Neoplasms,D005764_Gastroesophageal Reflux,D007822_Laryngeal Neoplasms,D015212_Inflammatory Bowel Diseases,D064726_Breast Neoplasms,D001943_Breast Neoplasms,D058922_Breast Neoplasms,D018567_Breast Neoplasms,D003248_Constipation,D010300_Parkinson Disease,D010302_Parkinson Disease,D020734_Parkinson Disease,D004938_Esophageal Neoplasms,D002583_Uterine Cervical Neoplasms,D020767_Thrombosis,D012851_Thrombosis,D020226_Thrombosis,D013927_Thrombosis,D002341_Thrombosis,D020225_Thrombosis,D013479_Thrombosis,D020244_Thrombosis,D020246_Thrombosis,D006502_Thrombosis,D012170_Thrombosis,D065666_Thrombosis,D020227_Thrombosis,D003328_Thrombosis,D006258_Head and Neck Neoplasms,D008114_Liver Neoplasms,D008113_Liver Neoplasms,D000690_Amyotrophic Lateral Sclerosis,D016889_Endometrial Neoplasms,D008175_Lung Neoplasms,D012004_Rectal Neoplasms,D019586_Hypertension,D006974_Hypertension,D011559_Hypertension,D006975_Hypertension,D010547_Hypertension,D006978_Hypertension,D000081029_Hypertension,D065627_Hypertension,D000075222_Hypertension,D006977_Hypertension,D046110_Hypertension,D009798_Hypertension,D006976_Hypertension,D006973_Hypertension,D005759_Gastroenteritis,D005761_Gastroenteritis,D064129_Prostatic Neoplasms,D011471_Prostatic Neoplasms,D003327_Coronary Heart Disease,D013274_Stomach Neoplasms,D000544_Alzheimer Disease,D014062_Tongue Neoplasms,D000076385_Diverticular Diseases,D001749_Urinary Bladder Neoplasms,D013964_Thyroid Neoplasms,D010051_Ovarian Neoplasms,D010610_Pharyngeal Neoplasms,D001661_Biliary Tract Neoplasms,D054198_Acute Lymphoblastic Leukemia,D005706_Gallbladder Neoplasms
D058729_Peripheral Arterial Disease,0.15058810176247053,0.18574221997200177,0.17974280629156425,0.28560705940800307,0.27222866416044544,0.09956021000174278,0.38010441864144523,0.02773500981126146,0.18260366323741986,0.1328956827903444,1.0000000000000002,0.0,0.2812441636948551,0.18260366323741986,0.13495326754623824,0.26987923271097897,0.3426100652414254,0.20083257491309306,0.2768048095348416,0.06845721680395996,0.28635421939610417,0.2666561031554626,0.2877767161274936,0.1431979126041131,0.255114504811738,0.24828310279998914,0.1494657583804673,0.2596661975306322,0.37052451962233324,0.31554373370811006,0.0,0.18288539989357816,0.37038232723541187,0.3813317063215241,0.3285070784893844,0.18379556926899482,0.30088626485550685,0.3477321940982969,0.3513399604078512,0.3439069900965016,0.0,0.3803887337598449,0.21301992601240644,0.12242745603417923,0.12555759003693973,0.19409789456352353,0.17360642868496753,0.09228770849539142,0.3266381837658572,0.1242068855875166,0.3165393175323931,0.03783023939287672,0.31858393948177394,0.3280328525352216,0.32063447903995806,0.25180869805661243,0.3898543340955588,0.2140891015231963,0.31436852018858225,0.33698654044879806,0.30146473226053166,0.18794914145586475,0.08494604784188636,0.3377125608496907,0.3039458950026953,0.2579582616258366,0.07048240674457062,0.2880532043819869,0.10160597171206098,0.11933159383676092,0.2586656552196078,0.38360339063931265,0.1057679355789879,0.14541579923134648,0.14323801844794784,0.34318932068450203,0.3895087071774301,0.1744500318485375,0.2498060484950791
D003968_Diarrhea,0.011841162271854971,0.011831213107007525,0.011846146275837936,0.0,0.014851121190588817,0.011824594246010052,0.027256963340035873,0.0,0.011829557349794602,0.011837843095259459,0.0,0.9999999999999998,0.0,0.011829557349794602,0.01183618455331153,0.01458339662946301,0.0,0.011864474946906236,0.0,0.01182624791978165,0.0,0.0,0.0,0.011831213107007525,0.013720532498711292,0.013045451257138735,0.011834526708278772,0.01249219481659769,0.0,0.0,0.0,0.01184780900955036,0.0,0.0,0.0,0.011839502334610976,0.016816819849907808,0.0,0.0,0.0,0.0,0.0,0.01184780900955036,0.011829557349794602,0.011831213107007525,0.011834526708278772,0.011852801414720117,0.011822941265748113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011849472443606932,0.0,0.0,0.0,0.011839502334610976,0.01181138978153835,0.0,0.0,0.0,0.011817986481176636,0.016021033402800037,0.011821288978511235,0.011831213107007525,0.014179049201854007,0.0,0.011822941265748113,0.011842822907480812,0.011834526708278772,0.0,0.0,0.011839502334610976,0.0
D003967_Diarrhea,0.3352819944966178,0.41505131489648317,0.3962019369826626,0.3974080689179298,0.5086109310677903,0.24684391776816156,0.421288596068539,0.04056161012507151,0.4009578092033246,0.29988508448814727,0.28124416369485505,0.0,1.0,0.4009578092033246,0.30401809914012745,0.464368905238384,0.23055875533407036,0.45616598885583637,0.5046176713138546,0.1884770878227708,0.4839628028283489,0.337890561364521,0.36825662445448537,0.3293094527697874,0.5112487861469801,0.43756843534646145,0.3297811784252908,0.45346144782135706,0.3534925955130113,0.2800084381865094,0.03702751472371935,0.4015764414389695,0.3223672866758932,0.343191413871133,0.2072830027316186,0.4081286726548295,0.4723926948488313,0.3121666064064779,0.42139007698421477,0.29176188123698654,0.0,0.3167859184760494,0.4201925678632925,0.2689489940635357,0.2773331912151089,0.4075776589513951,0.3952842792448696,0.21155092374388995,0.422274855854127,0.15057729527023572,0.3766690561192607,0.11065115402042802,0.42729708154035256,0.23003834712188362,0.3221429874354387,0.3302672333855765,0.3917422264629341,0.4563491203561363,0.3655686187382987,0.3598035019462063,0.4371884713797896,0.4164810733975331,0.20490542736269385,0.24346905616431386,0.2587692802482972,0.3496676705010108,0.1750816615201539,0.47264334609257497,0.23691908483884042,0.26822786072377847,0.4683165753449057,0.3723238650012777,0.2528753873426068,0.32469570566296785,0.31953481269746253,0.22880916102601198,0.28179230676126477,0.37775630631772616,0.4198061757050407
D003324_Coronary Artery Disease,0.5667463153089546,0.6841147722706332,0.6681620910357766,0.313164663127157,0.4964778684675501,0.4736327176013754,0.3101851741937397,0.029926675949548905,1.0000000000000009,0.6024367811985266,0.18260366323741978,0.011829557349794602,0.40095780920332474,1.0000000000000009,0.5497060509303721,0.551358345198577,0.14465883000170346,0.6450554333770534,0.5157733158845733,0.39395636684784874,0.4994458177346226,0.34438641696522015,0.2865435434342348,0.5612316360076185,0.45348806602065295,0.4425952487791823,0.5930281917402083,0.5142644298269676,0.2428496814605762,0.2012724578805544,0.0,0.7128249536481644,0.22635075315092665,0.2516267743358844,0.13721274142708412,0.6655464534801823,0.438851789891561,0.237856697191167,0.4227304036901766,0.20986009512760534,0.0,0.22151144514823765,0.5639810486591061,0.5317660229499026,0.5592722238120809,0.6535069874984164,0.6929345935985044,0.45790216955778074,0.35683095126353326,0.09522609976034276,0.3224597632569552,0.06888315463906333,0.46181303316052225,0.13926080601316965,0.29604475569046607,0.2711679346938089,0.27858361949212573,0.5974216469709885,0.3032871105712436,0.3096003853163495,0.3707181130401145,0.667227126342506,0.43146620753098863,0.15268838185513803,0.17920900930933203,0.35597550377276793,0.4062633009237405,0.536346505639156,0.4858062997053628,0.5612316360076186,0.5598890010828995,0.2650255843875595,0.5269930894605126,0.6007288726670638,0.5513090224440368,0.1415886228184604,0.17996388448831377,0.5526612595607742,0.45750319110432464
D010190_Pancreatic Neoplasms,0.6817099411282749,0.5856323160683843,0.611049010402119,0.23237080392344325,0.3614049366999924,0.7174251168692433,0.2200257818466587,0.01497172079782684,0.5497060509303724,0.7936107686140336,0.13495326754623826,0.01183618455331153,0.30401809914012756,0.5497060509303724,1.0000000000000024,0.4173752693396856,0.10721471953289329,0.5726740093766723,0.40295746527699783,0.6007840864689218,0.36787989111024605,0.2504239056910141,0.1770483313410406,0.6483686330455815,0.3410373851313566,0.3625508496153799,0.6816080750438929,0.4421011707422642,0.157823529922889,0.13307393099265477,0.0,0.5903803152954809,0.15481864474008508,0.17813755310909604,0.10153710836932194,0.5644619055775248,0.3212618311160886,0.16424658538605766,0.2654207156923206,0.1369811369110336,0.0,0.14341123254484783,0.48548614051139016,0.7569309504150779,0.7872847634950879,0.5362095584192399,0.5953990146580024,0.6465159383037321,0.29224899583141023,0.06175519759602098,0.22552989395450185,0.02807922929968823,0.28873827400086444,0.08563531847266712,0.18363650464367082,0.2950535938066548,0.17978709924954556,0.5102387503495532,0.21330376892709926,0.191796137869947,0.27364868941277515,0.5910874671613704,0.642529023555635,0.11040804416096701,0.12422743196900675,0.2609739180084582,0.5908525668238942,0.32160893212116554,0.7519244803333092,0.7066237845244067,0.4222498213493697,0.1802587698428647,0.7383156040022707,0.7830110566388083,0.7603305859716917,0.104888766365522,0.11519667437115799,0.5341928460927314,0.44203724063625954
D005764_Gastroesophageal Reflux,0.45795893853730824,0.5773164086197045,0.4989223594503698,0.3976834168920334,0.5128609444121246,0.33281450339301916,0.37126416622051256,0.02767004962243543,0.5513583451985762,0.3949910789865468,0.26987923271097886,0.01458339662946301,0.46436890523838387,0.5513583451985762,0.4173752693396853,0.999999999999999,0.20475431903369704,0.6163127131536779,0.6733445154237923,0.2504218866042846,0.701138332524263,0.3146217856128484,0.3314347268206924,0.39338954323159786,0.5082335971862055,0.4592562336021388,0.4438952992494401,0.5013555946667224,0.3147857726319929,0.251406511860493,0.008419727969719551,0.5442610886256539,0.28449371696314274,0.32386051904322116,0.21672974165152378,0.509692787718083,0.4669490578587909,0.28703313439742956,0.45190118506722043,0.26426588061198136,0.0,0.3021926906574266,0.4993379511517906,0.3412349207768411,0.348529332161328,0.561945215535061,0.47396595371948114,0.28931848094920964,0.4212945575360943,0.1413076868940559,0.3687578286370585,0.08806381367171767,0.47285337046375414,0.19492806105502972,0.3311531059651569,0.32366035272709015,0.36833507006678445,0.5685302808685896,0.3550142430904059,0.35649902659056953,0.45029786663377125,0.5594189133491158,0.2873133034581726,0.2198690120629418,0.22814748658649034,0.3279659688656525,0.25472795587218017,0.4546655504893633,0.34272035714011634,0.34473346814768974,0.7328237069145068,0.32763946830842144,0.3562169139696466,0.4732215192620551,0.41904268529457245,0.2014032423248666,0.2480402619782787,0.3950464425132027,0.4712474047986865
D007822_Laryngeal Neoplasms,0.11530429444280708,0.15807528846819466,0.13413119371248822,0.23608506770632048,0.2387812850667064,0.0897044005689979,0.35491798652010353,0.03580574370197164,0.14465883000170335,0.10722974296455567,0.3426100652414253,0.0,0.23055875533407022,0.14465883000170335,0.1072147195328932,0.20475431903369704,0.9999999999999994,0.1491159848006809,0.2299635772060485,0.0642748268144115,0.23376931510786966,0.2428623940836172,0.25951634988692146,0.11520741362936222,0.19730013682547204,0.21122622747670625,0.12327965777614494,0.1881235164486865,0.3101768994538552,0.32674084435824496,0.0,0.14219902169232013,0.34275295396488475,0.3521817829760593,0.2667730931178758,0.14209932384532206,0.251345145524848,0.288591642146329,0.26878692652183317,0.32328787506991974,0.0,0.31179666263212824,0.16098002455734356,0.10715468889015066,0.10716968709708115,0.14471959825895278,0.12749622090555948,0.07764370025323272,0.26326383019069627,0.18566888396533887,0.2487437836683982,0.061048286313188045,0.23595063478253445,0.37489154012788317,0.25913150084202424,0.24768276673103018,0.366642224666395,0.15966093762404188,0.2564733980020015,0.290031835345388,0.2609090251427746,0.14612100282207643,0.07489308618940974,0.3315942567826254,0.28588593744843277,0.2559970290162433,0.06690617341233805,0.23582322640830095,0.08967932596317779,0.1018112027422271,0.21192087545990518,0.3669688800478652,0.09504659858585386,0.11532046501920559,0.11255968753474106,0.9838438483563928,0.35306740632150313,0.1407587641864039,0.1851110869913683
D015212_Inflammatory Bowel Diseases,0.6454072612980033,0.6653591633081017,0.7707669084975491,0.4186000820808214,0.5236686447492505,0.44248286730447794,0.31950888397247806,0.03001501125938321,0.6450554333770534,0.5696643597148816,0.20083257491309314,0.011864474946906236,0.45616598885583665,0.6450554333770534,0.5726740093766712,0.6163127131536791,0.14911598480068097,0.9999999999999999,0.5318576810740132,0.35358679984358143,0.524465944802702,0.2836356134492352,0.28166445382801003,0.5901202368243161,0.512778779380895,0.453188313902206,0.5360870814491916,0.5122252768898145,0.25766360373469954,0.20542367875268586,0.006849957804389887,0.7562560184521264,0.23145284073548023,0.26030565534000066,0.14765238368848177,0.7141468303861069,0.43296434101703085,0.24443875473437982,0.383743009547564,0.21589961846642902,0.0,0.23441704805489177,0.5642400851425352,0.509475897118952,0.4963523209825839,0.6298812591359543,0.5616652981497933,0.4138053218163267,0.3691138728735021,0.10611908999450224,0.32926277198955284,0.06652772027863607,0.4141820280316971,0.14112678084627112,0.2814026620661844,0.27250904033612405,0.29407473254124206,0.7991008786619533,0.3124513648702986,0.29796153709701706,0.38274802883319914,0.7574114298666185,0.4033112299991712,0.16472102284866216,0.17973798497602902,0.2962558207130152,0.3395988033687459,0.42882307311649176,0.45638452105618027,0.4879300530926079,0.5908131327805337,0.27924759057260096,0.4643035983769631,0.6440926861467022,0.5383336485794131,0.14610289634782014,0.18273726334917273,0.48237219031193806,0.47279500578922007
D064726_Breast Neoplasms,0.4636824767553758,0.5545684947066285,0.5123424713860432,0.4059775884723338,0.5546405890018059,0.31894037505440564,0.43410573642571454,0.03696421978047832,0.515773315884573,0.3743013491852716,0.2768048095348416,0.0,0.504617671313855,0.515773315884573,0.4029574652769974,0.6733445154237926,0.22996357720604865,0.5318576810740128,0.9999999999999994,0.2367331642491194,0.8745975461265012,0.35234690799036233,0.315150133801886,0.39103302214039715,0.4659063689870331,0.4780553638456525,0.4091261049145398,0.5548861550390836,0.33467994323576483,0.27926836092427587,0.0253076712429333,0.48194650184748594,0.30578985475705434,0.3547802358580277,0.22773825118407084,0.5324681310838311,0.5140402295139965,0.31034257659589576,0.4701113627509916,0.28368553216007525,0.0,0.3037786670315636,0.5172615472414829,0.35710042581016344,0.3609535588988281,0.46861020469924036,0.558005013621204,0.2836548683135794,0.473212641762603,0.13504452741823836,0.3806020705890915,0.07877933954133978,0.4793478610381844,0.21501164416637092,0.34047435518765873,0.3322721615357793,0.3974299788460238,0.5498839781038065,0.36296966690198623,0.3636923955220433,0.4629463436787448,0.5805597946450086,0.2675002896687325,0.23138486585358012,0.2444996127097014,0.35490655976518326,0.242093461039093,0.4929926557811261,0.3292147516904167,0.34504947488604437,0.5241543416911439,0.382520043242185,0.3410077405913555,0.47066910935022765,0.44578491059580866,0.22701358623236187,0.28303256455272374,0.43420890481494984,0.5217932859430764
D001943_Breast Neoplasms,0.47640424337146586,0.383097837024171,0.38386156794063836,0.12800141432976958,0.22340522826218867,0.7224164523159808,0.121847395067873,0.0,0.393956366847849,0.59834832035478,0.06845721680395998,0.01182624791978165,0.1884770878227709,0.393956366847849,0.6007840864689218,0.25042188660428494,0.06427482681441153,0.35358679984358204,0.23673316424911978,1.0000000000000018,0.21615146257828907,0.19406335939869698,0.10157466468565822,0.4941934113839924,0.2336578832465007,0.2514743474915306,0.4918125766849538,0.29428969958288503,0.08196811224283367,0.07534525441128076,0.0,0.388679361335881,0.07955417439746448,0.09888222459801728,0.06287157931595326,0.36908452166026645,0.1801851719751874,0.08540350620850552,0.14939314114174512,0.07293524535642688,0.0,0.07245957094135692,0.32002294927582986,0.6259093697717603,0.6164824944954336,0.3692093276308788,0.4247277292654895,0.7701342583000478,0.16984878912926904,0.04583677673015523,0.143687744440677,0.015303085317377401,0.16730951963620125,0.04930773729921854,0.10404362538900014,0.2026453666298504,0.09678072487809676,0.32539300289885614,0.12775707010288775,0.10865909006295556,0.16941074954923574,0.365444082524012,0.7635150606747223,0.05772315094909119,0.06323254373018596,0.20018020290469257,0.8791057352654554,0.19818427374843667,0.6911785872815721,0.6080873629317189,0.2572287150302105,0.09451919383482348,0.6982662465414741,0.5086839722989419,0.5340799068382996,0.06260821687646977,0.05699124492412847,0.42453121004322,0.28276300360797285
D058922_Breast Neoplasms,0.44497695605179144,0.516178871803457,0.49900864715931775,0.4229412152563352,0.5409742523028935,0.2918204456317662,0.40395552479478264,0.0404888165089458,0.4994458177346225,0.3573216767085554,0.2863542193961041,0.0,0.48396280282834936,0.4994458177346225,0.367879891110246,0.7011383325242634,0.23376931510786977,0.5244659448027017,0.8745975461265019,0.21615146257828893,0.9999999999999999,0.3186202223037355,0.3189433585020326,0.37492082398050086,0.4457712961837969,0.4342777078329869,0.37048006148897694,0.48863553341239,0.3275031220295542,0.2735079417791121,0.009240265886932162,0.46873955838371784,0.30264890098453845,0.3415049592863169,0.23204972378557692,0.5218461442100689,0.4903851835404858,0.30027523769668957,0.4647325403761991,0.27661543062520355,0.0,0.31511559800438943,0.46418868888484693,0.3226139777937061,0.32720362820116433,0.4394242038110565,0.5250881162153227,0.25771977004819036,0.4241515045677158,0.14553540997144143,0.3731228934708978,0.07938778805400913,0.4760983119344005,0.19822373117922357,0.35296024104928747,0.3121696797021114,0.38915466274431604,0.53973304269864,0.36331904891705125,0.37163472836985734,0.45238486101862796,0.5794500758875787,0.24877227997676116,0.2412961724019153,0.24245795647026658,0.3336695667561446,0.22167473401436358,0.4758976862052921,0.3034689719975387,0.32909716771621744,0.5033310783061075,0.3585621161045045,0.31108025107138393,0.4336669750760978,0.4034368767748063,0.23024045386136952,0.2676759486680046,0.38276296706766144,0.45175933134949525
D018567_Breast Neoplasms,0.23228201460770104,0.31782593688877603,0.29405170026202365,0.27710508663558003,0.362457593198254,0.20881055509098764,0.3848376131960982,0.026340883639518774,0.34438641696522015,0.2583474685920175,0.2666561031554626,0.0,0.33789056136452117,0.34438641696522015,0.25042390569101425,0.3146217856128486,0.24286239408361743,0.2836356134492354,0.35234690799036233,0.19406335939869698,0.3186202223037356,1.0,0.2823547409985249,0.220753518955305,0.32000689654947284,0.3428378870805833,0.2760191825210755,0.35171086816093583,0.3257821983783526,0.2793916216012169,0.024045826923305355,0.26596663214038574,0.3206350929567022,0.3259473407568916,0.24657619040879655,0.27712142736227413,0.3579028165697472,0.29339450449879245,0.3345622792352138,0.282225207569904,0.0,0.2938887636957255,0.3197520920723005,0.2566885883245777,0.26214480375942456,0.31594338570715935,0.3337090989144344,0.23487903574448563,0.36506483101100395,0.12106781338567178,0.3435750549707425,0.07634841753990941,0.3240684163901907,0.24004207896793972,0.2550024488729373,0.33784866002279534,0.3530936664297756,0.290186153337888,0.2747226410470657,0.28525981494813496,0.37028531817901134,0.27169734248507665,0.22038364404770777,0.2303886380546273,0.2577390809955322,0.8408050150301929,0.19884981814334385,0.44038731970937833,0.2126909078757816,0.23504336728053674,0.34192119089167566,0.3630106999937633,0.22700049366500594,0.2599358580999959,0.2498959384610452,0.23966072717121203,0.2892535328126164,0.29339368199386673,0.347362785077265
D003248_Constipation,0.2039768894787916,0.2631774159183955,0.2646528029148757,0.3244338246410474,0.3518512920371636,0.14834674139778845,0.36036819027316264,0.03051746193771538,0.2865435434342349,0.18735480639185434,0.28777671612749367,0.0,0.3682566244544852,0.2865435434342349,0.1770483313410406,0.33143472682069225,0.25951634988692157,0.28166445382801014,0.3151501338018861,0.10157466468565818,0.3189433585020324,0.2823547409985249,1.0000000000000002,0.20266373677013086,0.40053895220691954,0.3493578494136159,0.20329154102987487,0.3086221733999129,0.3360311440980894,0.32911661460225083,0.04178775575273008,0.2584014196506548,0.31917963306847247,0.31791856002204244,0.2419475489701719,0.27535876278219484,0.3529811752049131,0.3023362601372984,0.34874678680673954,0.33248529738928434,0.0,0.3122518656357074,0.2938458621691075,0.1780908078714766,0.17297778096154834,0.29751374403529457,0.23334558441648998,0.13976873430569464,0.3177082172292059,0.17263283424608727,0.3569487106713609,0.10926686555676948,0.3634599740284505,0.24260036502434618,0.2997377815234782,0.28036929846664543,0.3522631321678109,0.3058941794177904,0.33990150399155644,0.3331771750705583,0.3456069004753061,0.27593004652240694,0.13279304776546552,0.2616850772229277,0.26755086354729385,0.2896299395475153,0.10777640892150815,0.42131356673862885,0.1488756797056843,0.17526131602374695,0.32361352656721354,0.3552823120724818,0.1637290887580994,0.19714816814463793,0.1947258862112004,0.2554481558760102,0.27356507694173143,0.24793714325201774,0.31677529034819357
D010300_Parkinson Disease,0.6710565553675423,0.5279955207166848,0.6374216703801379,0.2644255798921144,0.3844464339482669,0.5987689801537222,0.2328326840704681,0.014965432360392487,0.5612316360076175,0.6624650899520808,0.14319791260411316,0.011831213107007525,0.32930945276978724,0.5612316360076175,0.6483686330455795,0.39338954323159786,0.11520741362936227,0.5901202368243156,0.39103302214039704,0.4941934113839912,0.37492082398050053,0.2207535189553049,0.202663736770131,0.9999999999999989,0.40744966527402804,0.42290122808678765,0.6255950959377833,0.4031924503668231,0.17571969882505395,0.15252734925900363,0.0,0.6534909700193972,0.17067113261387892,0.18676802069248752,0.10721245843261218,0.6082085817257619,0.32311652818849546,0.17255400644779142,0.2733337092815133,0.15223742585702268,0.0,0.16289886001447199,0.47238622242929396,0.6656403144269903,0.6598544232922726,0.5564267930297117,0.5471892419040212,0.5673522159761315,0.2775199328546996,0.0723114178203845,0.24293954430492218,0.03827377559068472,0.29856930812754523,0.10010771421836319,0.19762522582354086,0.23130681229599048,0.20060828080611548,0.5759154471817877,0.23029487058699594,0.20818599006714575,0.28989125128367443,0.6241772086987548,0.5614876536339602,0.11421149617546862,0.13237550644820728,0.2424002239208608,0.4865774856097805,0.32905578002491065,0.5991610501227598,0.6651735722284428,0.4089875500334623,0.19581877722503807,0.6101554157021414,0.6994538883419238,0.6863623903954823,0.11301442860975652,0.13191745769797386,0.5524584629954866,0.3835223321258994
D010302_Parkinson Disease,0.3804978352535379,0.4509542510483074,0.44047102874735156,0.38508233677252734,0.49392706523316404,0.292680472264166,0.3739800513231446,0.03471050672503116,0.4534880660206535,0.3534292077252604,0.255114504811738,0.013720532498711292,0.5112487861469808,0.4534880660206535,0.341037385131357,0.5082335971862062,0.19730013682547212,0.5127787793808956,0.4659063689870335,0.2336578832465008,0.44577129618379735,0.32000689654947306,0.40053895220691954,0.4074496652740287,1.0000000000000009,0.5090490898840866,0.4371162143646135,0.4761479914626624,0.31970860628676673,0.25709934744204205,0.015843106263111948,0.45256216397450405,0.2902223717060803,0.32121827641066725,0.20059081891637381,0.45646841710718133,0.4591640893185106,0.28559253226090475,0.41004120344590483,0.2695231806220271,0.0,0.2928137273883652,0.46231565888774784,0.3041648660424857,0.3094020167379677,0.48063298459110515,0.403964839576414,0.2576006751888785,0.3918505731175744,0.12681084586573574,0.3764660752554577,0.0858123380115086,0.4469742565847183,0.2035848772541327,0.34989282857094417,0.30576071143335665,0.355427260801806,0.5287136453475628,0.3551833024427733,0.3774270792476806,0.42418177027869813,0.46816440501882434,0.2479495927493916,0.21132449914874457,0.22959244105862706,0.3255812894421359,0.2140367692112957,0.48359764082532597,0.2754060565715335,0.3175185439346614,0.525658172722884,0.3376113456808503,0.29588389895750283,0.3626773152433756,0.3487836658451672,0.1958029254275843,0.24503253871704575,0.43015244430598426,0.4742076128860716
D020734_Parkinson Disease,0.4288178953611035,0.4821691374244988,0.43363453665682095,0.33801817070070833,0.4781492775308349,0.33134439658855647,0.3968265955237819,0.03300267126181226,0.44259524877918266,0.38978133284429206,0.24828310279998908,0.013045451257138735,0.4375684353464619,0.44259524877918266,0.36255084961538026,0.459256233602139,0.2112262274767064,0.45318831390220565,0.4780553638456525,0.25147434749153047,0.43427770783298725,0.34283788708058344,0.34935784941361586,0.42290122808678837,0.5090490898840861,1.0000000000000007,0.42857759391586064,0.5612560011709445,0.31603401292699884,0.2610720423565192,0.015063589590018384,0.4355501220952233,0.2944689677251844,0.3211205961371444,0.19229750585434643,0.46582617825468275,0.4782549479614811,0.2946309319507375,0.42304635477723834,0.2642081398085041,0.0,0.28469323082281284,0.5428147724621805,0.36049599063743754,0.3543727079150607,0.5162692629879821,0.43418740187050425,0.2936645900128227,0.43860261028863207,0.12640556850186332,0.36379183594342407,0.08159017683135801,0.43645463368341436,0.19836724830371694,0.3039848611459154,0.3162806284031492,0.360980760560096,0.49404316173408197,0.341604105135558,0.33270530438055473,0.4458967081365887,0.4482186900845786,0.2930694982001862,0.21224667852465517,0.23250458716700184,0.3429716751563833,0.25253204328705625,0.46314756852500655,0.32631692803466306,0.3670288760548844,0.5057137083734701,0.357943849571376,0.3371590303403521,0.38438348283833007,0.4032581683386991,0.21019078216997963,0.24530317620120703,0.46767959806206205,0.5488484777525775
D004938_Esophageal Neoplasms,0.6827355332677475,0.6415570119934936,0.5745131043465003,0.23954684224403763,0.38666317883139817,0.6118110189037176,0.2548328759010417,0.014969623771302395,0.5930281917402085,0.6293079540944432,0.14946575838046733,0.011834526708278772,0.329781178425291,0.5930281917402085,0.681608075043893,0.44389529924944054,0.12327965777614505,0.5360870814491916,0.40912610491454005,0.49181257668495343,0.3704800614889771,0.2760191825210753,0.2032915410298748,0.6255950959377845,0.43711621436461306,0.42857759391586064,1.000000000000002,0.5130020698111032,0.18279966966290734,0.14902192690766347,0.0,0.5804826983345748,0.1724880410736134,0.20106933750952097,0.11296208496752072,0.5613003158062807,0.346293240371961,0.18768409148740983,0.29648709213148594,0.15768645620710933,0.0,0.1645739283938747,0.5692656413619255,0.647067115727867,0.6197143900225238,0.6140056022408973,0.6000848776268187,0.5378483061075642,0.3379873247375668,0.07938841860374449,0.2631697864505521,0.03828449503511579,0.3339482754642361,0.10303823722424355,0.2321515652739354,0.2351468891399145,0.20832873352237216,0.5020337752441091,0.2450882298912794,0.23987634246570166,0.3058800210487741,0.5556957195426133,0.5118824450789774,0.12194529160246634,0.14413050877267689,0.2846158912018859,0.47916130780140126,0.36327618219255486,0.5937328844446548,0.617194087487412,0.4997153580295189,0.21225848635653788,0.6195609519886303,0.7114227395039874,0.6991596638655473,0.12121808672672338,0.1364274348435505,0.6470506386403903,0.5532249296650118
D002583_Uterine Cervical Neoplasms,0.4851845075322652,0.5264558314540417,0.4862766303026951,0.35880214635146523,0.5242882782197669,0.3754918730387761,0.40723715819849676,0.03160303087599848,0.5142644298269679,0.4063760046400082,0.25966619753063225,0.01249219481659769,0.45346144782135733,0.5142644298269679,0.4421011707422642,0.5013555946667226,0.18812351644868647,0.5122252768898143,0.5548861550390839,0.2942896995828849,0.4886355334123902,0.35171086816093555,0.3086221733999126,0.4031924503668237,0.4761479914626619,0.5612560011709444,0.5130020698111033,1.0000000000000007,0.31252633103541444,0.2640449438202247,0.014424744080263851,0.4736164425508625,0.2875828275757035,0.3183647387507339,0.19621708295517595,0.5117387391465116,0.5445247414596707,0.334317490577758,0.5708538376073088,0.2596610720410285,0.0,0.2932593717217949,0.6710552970392532,0.4176181835318995,0.41619865844317266,0.517437246207165,0.5647294617630203,0.3523990426342452,0.5480068689858235,0.11918249300515396,0.3774870891665943,0.08351821664922353,0.5664940942039149,0.1914864019641556,0.3178259104211967,0.32734706201393704,0.37361951470530774,0.524603854240589,0.3557238694014133,0.3436377271410075,0.4586504181667963,0.5019772487466071,0.310150482996483,0.19782544047287978,0.22882864607474282,0.3449225735723738,0.30028468696728733,0.49634191866887273,0.38749616902510864,0.4028968547287249,0.5381131777389131,0.3679204352261846,0.3946396655149638,0.4686829517738531,0.4931916152420292,0.1868997088987322,0.2502451090209492,0.5277120870736284,0.6385363060234035
