species_taxonomy_id	orthgroup_id	count
573	COG4221	5
573	COG0637	5
573	COG4166	5
573	COG1445	5
573	COG0859	5
573	COG4668	5
573	COG1055	5
573	COG0160	5
573	COG0457	5
573	COG0410	5
573	COG3104	5
573	COG0702	5
573	COG2011	5
573	COG0204	5
573	COG0683	5
573	COG0564	5
573	COG0664	5
573	COG3210	5
573	COG2807	5
573	COG1959	5
573	COG0513	5
573	COG2610	5
573	COG0716	5
573	COG0031	5
573	COG2390	5
573	COG0246	5
573	COG1733	5
573	COG0402	5
573	NOG287462	5
573	COG1853	5
573	COG1560	5
573	COG1629	5
573	COG1882	5
573	NOG44137	5
573	COG2204	5
573	COG1052	5
573	COG0300	5
573	COG1447	5
573	COG0726	5
573	COG1393	5
573	COG0431	5
573	COG1073	5
573	COG1063	5
573	COG0366	5
573	COG4992	4
573	COG3772	4
573	COG1177	4
573	COG4608	4
573	COG1024	4
573	COG1376	4
573	COG0860	4
573	COG0518	4
573	COG1484	4
573	COG2731	4
573	COG0534	4
573	COG4695	4
573	COG2378	4
573	COG0316	4
573	COG0179	4
573	COG3109	4
573	NOG40317	4
573	COG1299	4
573	COG1251	4
573	COG1180	4
573	COG0294	4
573	COG1174	4
573	COG1262	4
573	COG0176	4
573	COG0580	4
573	COG4909	4
573	COG0768	4
573	COG0406	4
573	COG1132	4
573	COG1653	4
573	COG0551	4
573	COG1216	4
573	COG2375	4
573	COG0371	4
573	COG3710	4
573	COG0668	4
573	COG1178	4
573	COG0318	4
573	COG0560	4
573	COG4177	4
573	COG1249	4
573	COG3464	4
573	COG0693	4
573	COG0119	4
573	COG4373	4
573	COG0395	4
573	COG3118	4
573	COG2084	4
573	COG0474	4
573	COG1108	4
573	COG0038	4
573	COG0656	4
573	NOG57399	4
573	COG0438	4
573	COG0847	4
573	COG2831	4
573	COG2194	4
573	COG1135	4
573	COG2198	4
573	NOG295820	4
573	COG2893	4
573	COG0010	4
573	COG0776	4
573	COG1176	4
573	COG2050	4
573	COG1080	4
573	COG0517	4
573	COG1942	4
573	NOG298111	4
573	COG1196	4
573	COG4675	4
573	COG1142	4
573	COG0437	4
573	COG1011	4
573	COG0463	4
573	COG0629	4
573	COG1187	4
573	COG2227	4
573	COG2710	4
573	COG0003	4
573	COG0057	4
573	COG1247	4
573	COG1250	4
573	COG2944	4
573	NOG285420	4
573	COG3384	4
573	COG0476	4
573	COG1686	4
573	COG0778	4
573	NOG25191	4
573	COG0559	4
573	COG0191	4
573	COG1064	4
573	COG2233	4
573	COG0826	4
573	COG3264	3
573	COG2913	3
573	COG0782	3
573	COG0489	3
573	COG0616	3
573	COG0446	3
573	COG4565	3
573	COG1838	3
573	COG1283	3
573	COG1226	3
573	COG0280	3
573	NOG04354	3
573	COG3628	3
573	COG1209	3
573	NOG52549	3
573	COG2823	3
573	COG0598	3
573	COG0698	3
573	COG1045	3
573	COG0006	3
573	NOG287914	3
573	COG4734	3
573	COG1388	3
573	COG0725	3
573	COG0043	3
573	COG3685	3
573	COG3729	3
573	COG3711	3
573	COG0071	3
573	COG0330	3
573	COG5285	3
573	COG0563	3
573	COG2303	3
573	COG1741	3
573	COG0021	3
573	COG3491	3
573	COG2982	3
573	COG0794	3
573	COG3716	3
573	COG0058	3
573	COG0626	3
573	COG3547	3
573	COG5455	3
573	COG4993	3
573	COG0286	3
573	COG0281	3
573	NOG00407	3
573	COG0350	3
573	COG2215	3
573	COG2259	3
573	COG1294	3
573	COG0659	3
573	COG2252	3
573	COG0265	3
573	COG1121	3
573	COG5283	3
573	COG1951	3
573	COG0620	3
573	COG1171	3
573	COG2055	3
573	COG3238	3
573	COG0568	3
573	COG2230	3
573	COG0695	3
573	NOG299441	3
573	COG0042	3
573	COG0550	3
573	COG0210	3
573	COG1088	3
573	COG1734	3
573	COG0730	3
573	COG1359	3
573	COG1826	3
573	COG0508	3
573	COG0579	3
573	COG2003	3
573	COG5001	3
573	COG4773	3
573	COG4215	3
573	NOG25478	3
573	COG1881	3
573	COG4942	3
573	COG3485	3
573	COG2190	3
573	COG0015	3
573	COG0504	3
573	COG1767	3
573	COG0262	3
573	COG0084	3
573	COG1672	3
573	COG4584	3
573	COG2897	3
573	NOG231989	3
573	COG3037	3
573	COG2165	3
573	NOG25889	3
573	NOG237232	3
573	COG1452	3
573	COG3604	3
573	COG0277	3
573	COG1124	3
573	NOG296658	3
573	COG0411	3
573	COG2203	3
573	COG0473	3
573	COG0520	3
573	COG1840	3
573	NOG66536	3
573	COG4679	3
573	COG0136	3
573	COG0282	3
573	COG2169	3
573	COG0154	3
573	COG1253	3
573	COG4576	3
573	COG1472	3
573	COG1301	3
573	NOG252870	3
573	COG3715	3
573	COG0738	3
573	COG2146	3
573	NOG45808	3
573	COG1595	3
573	COG0288	3
573	COG1995	3
573	COG1271	3
573	COG2265	3
573	COG1131	3
573	COG3459	3
573	NOG12278	3
573	COG0471	3
573	COG4943	3
573	COG1680	3
573	COG0542	3
573	COG0483	3
573	COG4160	3
573	NOG13709	3
573	COG1982	3
573	COG0722	3
573	COG1448	3
573	COG0657	3
573	COG2220	3
573	NOG57798	3
573	COG1874	3
573	COG3153	3
573	COG4775	3
573	COG0110	3
573	COG0566	3
573	COG1979	3
573	COG3550	3
573	COG3064	3
573	COG0545	3
573	COG0861	3
573	COG1105	3
573	COG2350	3
573	COG0527	3
573	COG3444	3
573	COG3395	3
573	COG0008	3
573	COG3173	3
573	COG2916	3
573	COG3152	3
573	COG3836	3
573	COG1143	3
573	COG1310	3
573	NOG45244	3
573	NOG13664	3
573	COG0554	3
573	COG0679	3
573	COG0584	3
573	COG2606	3
573	NOG296114	3
573	NOG21612	3
573	COG4638	3
573	COG0823	3
573	COG0687	3
573	COG0304	3
573	COG0239	2
573	COG3150	2
573	COG4104	2
573	COG0469	2
573	COG3391	2
573	COG2049	2
573	COG0502	2
573	COG1989	2
573	NOG21866	2
573	COG1312	2
573	COG0253	2
573	COG3500	2
573	COG5005	2
573	COG2103	2
573	COG0772	2
573	COG2115	2
573	COG1972	2
573	COG0279	2
573	COG3366	2
573	COG0537	2
573	COG0347	2
573	COG4774	2
573	COG0115	2
573	NOG295093	2
573	COG3731	2
573	COG2070	2
573	COG1136	2
573	COG1235	2
573	COG0189	2
573	COG0147	2
573	COG0156	2
573	COG3250	2
573	COG2159	2
573	COG0511	2
573	COG1346	2
573	COG3521	2
573	COG2240	2
573	NOG84741	2
573	COG0247	2
573	COG0161	2
573	COG1683	2
573	COG2805	2
573	COG5499	2
573	COG4799	2
573	NOG00475	2
573	COG1017	2
573	COG1496	2
573	COG4656	2
573	COG0363	2
573	COG3833	2
573	COG0312	2
573	COG2148	2
573	COG3386	2
573	COG0819	2
573	COG3266	2
573	COG0827	2
573	COG2813	2
573	COG0764	2
573	COG3307	2
573	COG3182	2
573	COG0188	2
573	NOG25753	2
573	COG0787	2
573	COG0493	2
573	NOG296102	2
573	COG1977	2
573	COG0729	2
573	COG3040	2
573	COG1830	2
573	COG4540	2
573	COG2079	2
573	COG3958	2
573	COG1702	2
573	COG0009	2
573	COG0605	2
573	COG2096	2
573	COG4529	2
573	COG3843	2
573	NOG246281	2
573	COG3290	2
573	NOG76326	2
573	COG3673	2
573	COG3593	2
573	COG0045	2
573	COG2195	2
573	COG2116	2
573	COG3284	2
573	COG1091	2
573	COG0475	2
573	COG1611	2
573	COG3713	2
573	COG3396	2
573	COG1966	2
573	COG0602	2
573	COG3091	2
573	COG1304	2
573	COG0394	2
573	COG3012	2
573	COG0334	2
573	COG2057	2
573	COG0694	2
573	COG0439	2
573	COG0079	2
573	COG0548	2
573	COG3157	2
573	COG1811	2
573	COG0484	2
573	NOG01415	2
573	COG3279	2
573	COG4225	2
573	COG2518	2
573	COG3519	2
573	COG4253	2
573	COG3381	2
573	COG0773	2
573	COG4917	2
573	COG1443	2
573	NOG34945	2
573	COG1866	2
573	NOG52454	2
573	COG4710	2
573	COG3405	2
573	COG0578	2
573	COG3499	2
573	COG0824	2
573	NOG50516	2
573	COG1409	2
573	COG0848	2
573	NOG11303	2
573	COG0388	2
573	COG0501	2
573	COG0781	2
573	COG0479	2
573	COG3138	2
573	COG0480	2
573	COG0258	2
573	COG4816	2
573	COG1764	2
573	COG0272	2
573	COG0039	2
573	COG3665	2
573	COG2704	2
573	COG0155	2
573	COG3455	2
573	COG1295	2
573	COG0800	2
573	COG2105	2
573	COG5645	2
573	COG4910	2
573	COG0331	2
573	COG1984	2
573	COG0512	2
573	NOG246437	2
573	COG4733	2
573	COG0617	2
573	COG1044	2
573	COG1321	2
573	COG0007	2
573	COG4232	2
573	COG3915	2
573	COG0250	2
573	COG3959	2
573	COG3623	2
573	NOG00174	2
573	COG3111	2
573	COG1092	2
573	COG0232	2
573	COG3639	2
573	COG0460	2
573	COG0024	2
573	NOG49411	2
573	COG3176	2
573	COG4405	2
573	COG0144	2
573	COG0433	2
573	COG0319	2
573	COG2182	2
573	COG0369	2
573	COG3449	2
573	COG1835	2
573	COG3971	2
573	COG3950	2
573	COG3775	2
573	COG0386	2
573	NOG29188	2
573	COG2986	2
573	COG3274	2
573	COG3008	2
573	COG2985	2
573	COG1459	2
573	COG1013	2
573	COG4385	2
573	COG4795	2
573	COG0547	2
573	COG1485	2
573	COG2718	2
573	COG0137	2
573	COG3221	2
573	COG4623	2
573	COG1788	2
573	COG5302	2
573	COG0849	2
573	COG0440	2
573	COG1025	2
573	NOG24717	2
573	COG4126	2
573	COG3115	2
573	COG1145	2
573	COG2329	2
573	COG3023	2
573	COG0535	2
573	COG4653	2
573	COG0744	2
573	COG0248	2
573	COG0569	2
573	COG4238	2
573	COG1169	2
573	COG3302	2
573	COG2963	2
573	COG0516	2
573	COG2890	2
573	COG0208	2
573	COG2825	2
573	COG1539	2
573	NOG236138	2
573	NOG285239	2
573	COG4191	2
573	COG5301	2
573	COG0129	2
573	COG0073	2
573	NOG09556	2
573	COG2850	2
573	COG4302	2
573	COG1605	2
573	COG3275	2
573	COG1765	2
573	COG4869	2
573	NOG06709	2
573	COG0472	2
573	COG1626	2
573	COG3615	2
573	COG0180	2
573	COG5342	2
573	COG2911	2
573	NOG304164	2
573	COG1296	2
573	COG0674	2
573	COG1621	2
573	COG2932	2
573	COG0205	2
573	COG1463	2
573	COG2860	2
573	COG4810	2
573	COG0174	2
573	COG0338	2
573	COG0558	2
573	COG0543	2
573	COG1643	2
573	COG1760	2
573	COG0727	2
573	NOG284748	2
573	COG0565	2
573	COG2376	2
573	NOG98376	2
573	COG2132	2
573	COG0405	2
573	COG1523	2
573	COG0095	2
573	COG0652	2
573	NOG24805	2
573	COG3591	2
573	COG0266	2
573	COG0663	2
573	COG1047	2
573	COG3497	2
573	COG0639	2
573	NOG06458	2
573	COG0322	2
573	COG1434	2
573	COG2755	2
573	COG0735	2
573	COG0719	2
573	COG3747	2
573	COG1544	2
573	NOG83393	2
573	COG2995	2
573	COG2909	2
573	COG0648	2
573	COG1182	2
573	COG2166	2
573	COG5002	2
573	COG2837	2
573	COG2017	2
573	COG1168	2
573	NOG295389	2
573	COG1528	2
573	COG3522	2
573	COG1929	2
573	COG0803	2
573	NOG65737	2
573	COG0742	2
573	COG1104	2
573	COG3732	2
573	COG1014	2
573	COG3659	2
573	COG5527	2
573	COG1076	2
573	COG0398	2
573	COG1292	2
573	COG2217	2
573	COG1921	2
573	NOG01508	2
573	COG0635	2
573	COG2351	2
573	COG3501	2
573	COG3948	2
573	COG1062	2
573	COG0345	2
573	COG3493	2
573	COG0521	2
573	COG0209	2
573	COG0593	2
573	COG4598	2
573	COG3042	2
573	COG2721	2
573	COG0053	2
573	COG0025	2
573	COG1937	2
573	COG0703	2
573	COG0385	2
573	COG3622	2
573	COG0621	2
573	COG0221	2
573	COG3415	2
573	COG5004	2
573	COG1457	2
573	COG0231	2
573	COG1125	2
573	COG4591	2
573	COG0684	2
573	COG3691	2
573	COG4303	2
573	COG0254	2
573	COG1190	2
573	COG0163	2
573	COG0412	2
573	COG0037	2
573	COG0523	2
573	COG3265	2
573	COG0036	2
573	COG2382	2
573	COG2244	2
573	COG0175	2
573	COG0223	2
573	NOG248431	2
573	COG1596	2
573	COG0633	2
573	COG2990	2
573	COG1366	2
573	COG2239	2
573	COG0775	2
573	COG0252	2
573	COG0811	2
573	COG2879	2
573	COG0148	2
573	COG2334	2
573	COG3498	2
573	COG4626	2
573	COG1234	2
573	COG1433	2
573	COG1477	2
573	COG1501	2
573	COG0269	2
573	COG3520	2
573	COG3515	2
573	COG5281	2
573	COG0372	2
573	COG0822	2
573	COG0378	2
573	COG1186	2
573	COG0590	2
573	COG2804	2
573	COG3193	2
573	COG4134	2
573	COG2964	2
573	COG0339	2
573	COG2988	2
573	COG0260	2
573	COG1893	2
573	COG1199	2
573	COG2315	2
573	COG2706	2
573	COG4206	2
573	COG0241	2
573	COG0670	2
573	COG0317	2
573	COG1426	2
573	COG1732	2
573	COG0450	2
573	COG3905	2
573	COG1553	2
573	COG0737	2
573	COG0833	2
573	COG3523	2
573	COG0399	2
573	COG3131	2
573	COG2038	2
573	COG1181	2
573	COG3724	2
573	COG4737	2
573	COG0425	2
573	NOG24785	2
573	COG2323	2
573	COG1648	2
573	COG1619	2
573	NOG37273	2
573	COG5510	2
573	COG3637	2
573	COG0384	2
573	COG2840	2
573	COG0449	2
573	COG0050	2
573	COG1210	2
573	COG4533	2
573	COG2095	2
573	COG1530	2
573	COG1914	2
573	COG1898	2
573	COG1476	2
573	COG0132	2
573	COG0164	2
573	COG0142	2
573	COG3206	2
573	COG2864	2
573	COG1380	2
573	COG0187	2
573	COG1546	2
573	COG0754	2
573	COG4682	2
573	COG3507	2
573	COG1957	2
573	COG1487	2
573	COG0149	2
573	COG4575	2
573	COG0795	2
573	COG3057	1
573	COG1894	1
573	NOG42580	1
573	COG3125	1
573	COG0122	1
573	COG4125	1
573	COG3028	1
573	COG0676	1
573	NOG17414	1
573	COG1061	1
573	COG1133	1
573	COG2895	1
573	COG1903	1
573	COG2171	1
573	COG0017	1
573	COG0541	1
573	NOG61883	1
573	NOG26483	1
573	COG3050	1
573	COG1758	1
573	NOG12140	1
573	NOG37598	1
573	COG3096	1
573	COG0567	1
573	COG1883	1
573	COG4683	1
573	COG2978	1
573	COG1645	1
573	COG4105	1
573	COG0198	1
573	COG1461	1
573	NOG30108	1
573	COG1570	1
573	COG0759	1
573	COG0140	1
573	COG0377	1
573	COG1185	1
573	COG0068	1
573	COG1597	1
573	COG2133	1
573	COG3139	1
573	COG1115	1
573	COG4987	1
573	COG0336	1
573	COG2922	1
573	COG0591	1
573	COG2307	1
573	NOG36120	1
573	COG3516	1
573	COG0816	1
573	COG3134	1
573	NOG90216	1
573	NOG240138	1
573	COG0012	1
573	NOG89987	1
573	COG0854	1
573	COG3192	1
573	COG0242	1
573	NOG28163	1
573	COG4558	1
573	COG1043	1
573	COG2602	1
573	NOG251852	1
573	COG1968	1
573	COG0539	1
573	COG1442	1
573	NOG49581	1
573	COG3324	1
573	COG4137	1
573	NOG40131	1
573	COG2875	1
573	COG1801	1
573	COG0193	1
573	COG0091	1
573	arCOG06613	1
573	COG4145	1
573	COG0608	1
573	COG2407	1
573	COG1854	1
573	COG0774	1
573	COG0130	1
573	NOG295741	1
573	COG0685	1
573	COG3025	1
573	COG2937	1
573	COG3837	1
573	COG3021	1
573	COG3382	1
573	COG2321	1
573	COG1267	1
573	COG3082	1
573	COG0767	1
573	COG0650	1
573	COG4660	1
573	NOG54238	1
573	COG0290	1
573	NOG30206	1
573	NOG11377	1
573	COG4592	1
573	COG0666	1
573	NOG49613	1
573	NOG13166	1
573	COG0289	1
573	COG0407	1
573	NOG284856	1
573	COG0704	1
573	COG2066	1
573	COG2120	1
573	COG0429	1
573	COG0340	1
573	COG4460	1
573	COG0203	1
573	COG2513	1
573	COG3892	1
573	NOG295470	1
573	COG4573	1
573	COG3666	1
573	NOG38690	1
573	COG0327	1
573	COG0797	1
573	NOG37055	1
573	COG2856	1
573	NOG49363	1
573	COG2761	1
573	COG0458	1
573	NOG248925	1
573	COG3164	1
573	COG4672	1
573	COG2827	1
573	COG0349	1
573	NOG42760	1
573	COG0505	1
573	COG0123	1
573	COG2326	1
573	COG1166	1
573	COG3105	1
573	NOG253191	1
573	COG0051	1
573	COG0080	1
573	NOG253371	1
573	COG0049	1
573	COG2991	1
573	COG2081	1
573	COG0426	1
573	COG4578	1
573	COG3683	1
573	NOG83493	1
573	COG2989	1
573	COG1322	1
573	COG3006	1
573	COG1720	1
573	COG0109	1
573	COG0075	1
573	COG2818	1
573	COG0390	1
573	NOG49997	1
573	COG5517	1
573	COG3318	1
573	COG3226	1
573	COG3108	1
573	COG3722	1
573	COG1324	1
573	COG0368	1
573	COG2009	1
573	COG1198	1
573	COG0623	1
573	COG1489	1
573	NOG09489	1
573	COG3072	1
573	NOG236673	1
573	COG4150	1
573	COG3697	1
573	COG1934	1
573	COG0404	1
573	NOG251099	1
573	COG2870	1
573	COG0261	1
573	NOG285501	1
573	COG2160	1
573	COG0004	1
573	COG0098	1
573	COG0863	1
573	COG0573	1
573	COG5383	1
573	COG0307	1
573	COG0632	1
573	COG1947	1
573	NOG54839	1
573	COG2425	1
573	COG0230	1
573	COG0259	1
573	COG1034	1
573	COG2040	1
573	COG0105	1
573	COG0669	1
573	COG2609	1
573	COG1739	1
573	NOG240453	1
573	COG2906	1
573	NOG35318	1
573	COG2346	1
573	NOG38471	1
573	NOG01269	1
573	COG3083	1
573	COG3755	1
573	COG0682	1
573	COG0434	1
573	NOG295498	1
573	COG1001	1
573	COG0182	1
573	NOG21351	1
573	COG3696	1
573	COG0257	1
573	COG0801	1
573	NOG39155	1
573	NOG295510	1
573	COG3454	1
573	COG1735	1
573	NOG82862	1
573	COG3700	1
573	NOG02719	1
573	COG3460	1
573	COG0014	1
573	NOG65557	1
573	NOG18383	1
573	COG3776	1
573	COG2355	1
573	COG1119	1
573	COG0151	1
573	NOG236765	1
573	NOG303730	1
573	COG2175	1
573	COG3934	1
573	COG3740	1
573	COG3009	1
573	COG0190	1
573	NOG38776	1
573	COG0302	1
573	COG1953	1
573	COG1381	1
573	NOG296186	1
573	COG1230	1
573	COG3024	1
573	COG0141	1
573	COG0343	1
573	COG2927	1
573	COG0743	1
573	COG3785	1
573	COG3631	1
573	COG0227	1
573	COG1514	1
573	COG1314	1
573	COG0102	1
573	COG3130	1
573	COG2332	1
573	COG0585	1
573	COG1742	1
573	COG0692	1
573	NOG235838	1
573	COG1640	1
573	COG3326	1
573	COG3136	1
573	COG2974	1
573	COG2891	1
573	COG2386	1
573	COG2181	1
573	COG0275	1
573	COG2933	1
573	NOG65996	1
573	COG3084	1
573	COG0207	1
573	NOG44286	1
573	COG0820	1
573	NOG44743	1
573	NOG25654	1
573	COG0777	1
573	COG4766	1
573	COG2032	1
573	COG3344	1
573	COG2236	1
573	COG0792	1
573	COG3237	1
573	COG3061	1
573	NOG85379	1
573	NOG49459	1
573	NOG00062	1
573	COG0556	1
573	NOG295307	1
573	NOG28068	1
573	COG5164	1
573	COG0468	1
573	NOG21701	1
573	NOG284763	1
573	COG1205	1
573	COG2062	1
573	COG0708	1
573	COG0718	1
573	COG4176	1
573	COG1816	1
573	COG3187	1
573	COG0069	1
573	COG4568	1
573	COG0256	1
573	NOG24352	1
573	COG0689	1
573	COG5009	1
573	COG3596	1
573	COG4657	1
573	COG3128	1
573	COG3075	1
573	NOG299876	1
573	NOG59248	1
573	COG3433	1
573	COG4723	1
573	COG0857	1
573	COG0055	1
573	COG3209	1
573	COG1007	1
573	COG1970	1
573	COG0134	1
573	NOG26851	1
573	NOG40875	1
573	COG1410	1
573	NOG03313	1
573	COG0309	1
573	COG3624	1
573	COG1526	1
573	NOG26757	1
573	COG2010	1
573	COG4122	1
573	NOG53577	1
573	COG1286	1
573	COG3664	1
573	COG4986	1
573	COG0027	1
573	COG4783	1
573	COG3758	1
573	COG1785	1
573	COG0701	1
573	COG1574	1
573	NOG36695	1
573	NOG08945	1
573	COG3417	1
573	COG1212	1
573	COG4230	1
573	COG3727	1
573	NOG18332	1
573	COG4133	1
573	COG1194	1
573	NOG36105	1
573	COG4138	1
573	COG4845	1
573	NOG17922	1
573	COG3087	1
573	NOG86508	1
573	COG3114	1
573	COG2184	1
573	COG0165	1
573	NOG32085	1
573	COG0646	1
573	COG0367	1
573	COG2979	1
573	NOG167165	1
573	COG4574	1
573	NOG11244	1
573	COG5567	1
573	COG0613	1
573	NOG34427	1
573	COG1666	1
573	COG2022	1
573	NOG07258	1
573	NOG32047	1
573	COG1620	1
573	COG1923	1
573	NOG27033	1
573	COG1399	1
573	COG4181	1
573	COG0359	1
573	COG1525	1
573	NOG185182	1
573	COG2956	1
573	COG2336	1
573	COG1763	1
573	COG1770	1
573	NOG27780	1
573	COG4950	1
573	COG3969	1
573	COG2917	1
573	COG0515	1
573	COG4680	1
573	COG0714	1
573	COG3142	1
573	COG0353	1
573	NOG299853	1
573	COG0061	1
573	NOG252659	1
573	COG3709	1
573	COG1805	1
573	COG1220	1
573	COG2926	1
573	NOG08131	1
573	COG4973	1
573	COG1649	1
573	COG2834	1
573	NOG58772	1
573	COG0408	1
573	COG0094	1
573	COG2877	1
573	COG3063	1
573	NOG299787	1
573	NOG27685	1
573	COG4779	1
573	COG4452	1
573	COG4108	1
573	COG0213	1
573	NOG51616	1
573	COG0018	1
573	NOG37201	1
573	COG1056	1
573	NOG20055	1
573	COG2716	1
573	COG0553	1
573	COG0577	1
573	NOG50798	1
573	COG3312	1
573	NOG45075	1
573	COG3251	1
573	NOG03605	1
573	NOG08317	1
573	NOG25197	1
573	COG0499	1
573	COG1074	1
573	COG1842	1
573	COG0118	1
573	COG0087	1
573	COG2967	1
573	NOG64852	1
573	COG1797	1
573	COG0837	1
573	COG2365	1
573	COG2030	1
573	COG0128	1
573	COG0396	1
573	COG0083	1
573	COG2707	1
573	COG0416	1
573	COG0805	1
573	COG0528	1
573	COG1200	1
573	COG0026	1
573	COG0651	1
573	NOG57081	1
573	COG2001	1
573	COG3288	1
573	COG0135	1
573	COG2820	1
573	COG3001	1
573	COG3060	1
573	COG3496	1
573	COG0445	1
573	COG1197	1
573	COG0306	1
573	COG4628	1
573	COG3924	1
573	COG0067	1
573	COG3719	1
573	COG0224	1
573	COG4572	1
573	COG3592	1
573	COG2256	1
573	NOG69782	1
573	COG1162	1
573	COG0813	1
573	NOG304493	1
573	COG3576	1
573	COG1276	1
573	COG3325	1
573	COG2869	1
573	COG0200	1
573	NOG36083	1
573	COG5314	1
573	COG0059	1
573	NOG236615	1
573	COG3783	1
573	COG0358	1
573	NOG01713	1
573	NOG30174	1
573	COG0538	1
573	COG1488	1
573	COG0196	1
573	COG3938	1
573	COG3627	1
573	COG2067	1
573	COG3484	1
573	COG3811	1
573	COG0116	1
573	COG3133	1
573	COG0461	1
573	NOG29621	1
573	NOG05582	1
573	COG0291	1
573	COG1201	1
573	COG1561	1
573	COG1794	1
573	COG2962	1
573	NOG11037	1
573	COG0705	1
573	NOG54154	1
573	COG2364	1
573	COG2213	1
573	COG0796	1
573	COG3015	1
573	COG3088	1
573	COG0839	1
573	COG3224	1
573	COG2041	1
573	COG0315	1
573	COG3151	1
573	COG3437	1
573	COG3056	1
573	NOG255993	1
573	COG1413	1
573	COG0088	1
573	COG2915	1
573	COG2977	1
573	COG2274	1
573	COG4211	1
573	COG3047	1
573	COG5434	1
573	NOG60184	1
573	COG0337	1
573	COG0752	1
573	COG1305	1
573	COG1087	1
573	arCOG09463	1
573	COG3771	1
573	COG3754	1
573	NOG232760	1
573	COG0807	1
573	NOG254116	1
573	COG0490	1
573	COG3069	1
573	COG0783	1
573	COG3119	1
573	COG1140	1
573	COG4829	1
573	COG1956	1
573	COG0106	1
573	COG4531	1
573	NOG43539	1
573	COG0324	1
573	NOG38069	1
573	NOG17003	1
573	COG2126	1
573	COG3450	1
573	COG0197	1
573	NOG235868	1
573	NOG01493	1
573	COG3605	1
573	COG3242	1
573	COG2719	1
573	COG2930	1
573	COG0717	1
573	COG2896	1
573	COG2134	1
573	COG1114	1
573	COG4106	1
573	COG0677	1
573	COG1752	1
573	COG0597	1
573	NOG12141	1
573	COG5571	1
573	COG0376	1
573	COG2168	1
573	NOG33316	1
573	COG0072	1
573	COG0420	1
573	COG3214	1
573	NOG09402	1
573	COG2925	1
573	NOG01167	1
573	COG2733	1
573	NOG295645	1
573	COG2888	1
573	NOG26408	1
573	COG1587	1
573	COG0274	1
573	COG1221	1
573	COG2206	1
573	COG1738	1
573	COG0233	1
573	NOG22880	1
573	COG5553	1
573	NOG97716	1
573	NOG251518	1
573	NOG18290	1
573	NOG41129	1
573	COG3695	1
573	COG2060	1
573	COG2242	1
573	COG1021	1
573	COG0525	1
573	COG0278	1
573	COG4967	1
573	NOG39935	1
573	COG0452	1
573	COG1004	1
573	NOG48059	1
573	COG3183	1
