,D003093_Ulcerative Colitis,D009062_Mouth Neoplasms,D003424_Crohn Disease,D043183_Irritable Bowel Syndrome,D002446_Celiac Disease,D015179_Colorectal Neoplasms,D003123_Colorectal Neoplasms,D003324_Atherosclerosis,D050197_Atherosclerosis,D058729_Peripheral Arterial Disease,D003967_Diarrhea,D003324_Coronary Artery Disease,D010190_Pancreatic Neoplasms,D005764_Gastroesophageal Reflux,D007822_Laryngeal Neoplasms,D015212_Inflammatory Bowel Diseases,D064726_Breast Neoplasms,D001943_Breast Neoplasms,D058922_Breast Neoplasms,D018567_Breast Neoplasms,D003248_Constipation,D010300_Parkinson Disease,D010302_Parkinson Disease,D020734_Parkinson Disease,D004938_Esophageal Neoplasms,D002583_Uterine Cervical Neoplasms,D020767_Thrombosis,D012851_Thrombosis,D013927_Thrombosis,D002341_Thrombosis,D020225_Thrombosis,D013479_Thrombosis,D020244_Thrombosis,D020246_Thrombosis,D006502_Thrombosis,D012170_Thrombosis,D065666_Thrombosis,D003328_Thrombosis,D006258_Head and Neck Neoplasms,D008114_Liver Neoplasms,D008113_Liver Neoplasms,D000690_Amyotrophic Lateral Sclerosis,D016889_Endometrial Neoplasms,D008175_Lung Neoplasms,D012004_Rectal Neoplasms,D019586_Hypertension,D006974_Hypertension,D006975_Hypertension,D010547_Hypertension,D006978_Hypertension,D000081029_Hypertension,D065627_Hypertension,D000075222_Hypertension,D006977_Hypertension,D046110_Hypertension,D009798_Hypertension,D006976_Hypertension,D006973_Hypertension,D005759_Gastroenteritis,D005761_Gastroenteritis,D064129_Prostatic Neoplasms,D011471_Prostatic Neoplasms,D003327_Coronary Heart Disease,D013274_Stomach Neoplasms,D000544_Alzheimer Disease,D014062_Tongue Neoplasms,D000076385_Diverticular Diseases,D001749_Urinary Bladder Neoplasms,D013964_Thyroid Neoplasms,D010051_Ovarian Neoplasms,D010610_Pharyngeal Neoplasms,D001661_Biliary Tract Neoplasms,D054198_Acute Lymphoblastic Leukemia,D005706_Gallbladder Neoplasms
D003967_Diarrhea,0.39630445079275883,0.24911189772600673,0.42861077692959276,0.22281245492773064,0.4190996176021598,0.30978189843659587,0.17096918819713053,0.3960859758313043,0.43524523760571293,0.050783671611902566,1.0,0.3960859758313043,0.3006716826664628,0.3534004629549097,0.07293249574894729,0.41191337879266254,0.25766537800065037,0.2615103333838138,0.4073787510517831,0.047169942511815,0.20047225567521376,0.30905743328807606,0.2467200650025217,0.19319955836231906,0.28284495461552805,0.25843933229060967,0.10556933023046523,0.17081958701211897,0.30784037484430793,0.1276052858947315,0.11909826683508273,0.1375228328345058,0.37387654129759434,0.262016187037182,0.17017582341421034,0.15456232080158308,0.1403586535110865,0.13897814143450657,0.29237550611191554,0.32174712801123234,0.30818047602669496,0.26417090580484365,0.27069748983865943,0.29489923815405034,0.15097899959041494,0.12632278815997786,0.1786474002526241,0.22231968811384814,0.050783671611902566,0.11727986590227801,0.12568317499614476,0.08595177052156613,0.46893631731564306,0.18426072420945505,0.12460403068253721,0.179983599874776,0.3247275694247175,0.35753492534100206,0.17774285064165898,0.08780040718411256,0.11402790915470587,0.2740892872077038,0.28931958584692075,0.26970035330769426,0.3144176434917483,0.17579498876402463,0.22608614449356687,0.2642603097759348,0.31982414506702794,0.3077648589901497,0.07293249574894729,0.11956623825210576,0.2771601274759213,0.18600024366047876
D003324_Coronary Artery Disease,0.5716558456857316,0.4914521364311241,0.5613119448724723,0.2100877206134915,0.48751124911592275,0.5349977504937619,0.1860060035439865,1.0000000000000004,0.5785617573218649,0.07735016503266184,0.3960859758313045,1.0000000000000004,0.5295188461038604,0.32579806559050617,0.03702857239584844,0.45025024217561277,0.4158186227380204,0.5232095869373448,0.3022905106110886,0.08980747950230206,0.20955078550537148,0.5384921261918233,0.3688278682422477,0.37726687483148197,0.5314971602284451,0.45731341021959404,0.292356143637468,0.19513540711235805,0.5517641225070459,0.3282516299423175,0.20407749361545394,0.08727718212920478,0.5446053032435689,0.4474588008161065,0.3456000090279189,0.2991778078727832,0.2137845624045064,0.31752279329205146,0.49910942834325855,0.5481793351445416,0.5345934403274955,0.48707559337572837,0.4717393655860155,0.5580597694180939,0.38574059054667115,0.04275691248090128,0.1738437908576089,0.36466976381167004,0.06445847086055154,0.23817673921850296,0.10938965244098751,0.235648391748853,0.5728153684774657,0.2058123102915953,0.2530509520379027,0.18275902091626303,0.526121289848638,0.6424252426614615,0.10313355337688246,0.14264692084551614,0.18420542374314428,0.5523167386858666,0.5626183545175988,0.5347337815670263,0.5912938349623589,0.4072164011943628,0.3185318239233242,0.4941620602793605,0.522654130781335,0.5099606741512541,0.03702857239584844,0.2997309344384565,0.424078706217778,0.4084280097620114
D010190_Pancreatic Neoplasms,0.5773780709682558,0.6647788673698065,0.6049866937132109,0.18273644999314073,0.39124342498531406,0.6947882069254383,0.34155651037886836,0.5295188461038605,0.5626490916077325,0.11213327559218683,0.30067168266646294,0.5295188461038605,1.0000000000000013,0.2833824925454413,0.053679718866735913,0.5285965607667934,0.6034828006491844,0.6684485082338509,0.27677408482601823,0.24996948800867377,0.1770617206728106,0.49785395483653944,0.314757231688494,0.3369012720854785,0.6202308129183,0.6596030507819254,0.2924385214703954,0.1382991497128674,0.48198986775627156,0.3381117962388538,0.1183391286835988,0.07591458644571283,0.5071180210431715,0.42602086326095573,0.3149210173515173,0.26449395135258535,0.1301664005784803,0.3413948230972942,0.6006719279783186,0.759620259232979,0.6905614527980686,0.5710244979134447,0.5961002208218986,0.7114266788993202,0.5979158320103974,0.05578560024792014,0.14463671283550963,0.2681040243319732,0.022426655118437368,0.12300633601170077,0.16650941909258007,0.25431386459313804,0.4141753727977071,0.17359287692518005,0.12839534661771382,0.20176411611355027,0.4913676695439687,0.6550032137134447,0.08970662047374947,0.09305681398813817,0.17395722864556923,0.6530583676393121,0.45803216148306203,0.6807340310058979,0.5667365625826963,0.5313014914622884,0.3943768838148141,0.7140677986691053,0.7194312218658191,0.722807447332308,0.053679718866735913,0.2310080057211599,0.5030018179524557,0.6427443490342253
D005764_Gastroesophageal Reflux,0.310833469666606,0.3219942757082029,0.2888980620859395,0.22956556456066257,0.27826129037656067,0.2334951188682021,0.11743400437730697,0.32579806559050606,0.3320656452302053,0.09988907373180403,0.35340046295490973,0.32579806559050606,0.28338249254544134,1.0,0.09563650695950075,0.38127721496346834,0.31977649639193834,0.2150508665668064,0.616380526213868,0.04639051998342823,0.2783431199005694,0.28092409242568744,0.2696037042125894,0.1688952751732947,0.29415816282016527,0.20931561023557632,0.08809388259564935,0.24266235270763112,0.35474171993822684,0.10039741835696103,0.09760860118037878,0.18033392693348646,0.36186222562814996,0.26549539521063026,0.12751534261266764,0.19001047197680246,0.16564728911226978,0.09112113780030291,0.3056027201086737,0.2515218156052366,0.25070257749767455,0.22789984380023537,0.29260717688256477,0.23010359657129115,0.17243334132003799,0.0,0.27330408330506056,0.2691029436238769,0.06659271582120269,0.13456562841903869,0.11772040233700276,0.09016696346674323,0.35312065256824077,0.22551331056809815,0.1270838173730295,0.27232246579934893,0.38198183817572046,0.2856970360819028,0.26637086328481074,0.0,0.16311817434811102,0.2117476375134249,0.24337922975749576,0.23475609756097557,0.24401215274615307,0.30255785535677354,0.14082189608215148,0.24016584030698987,0.30143365215356355,0.24214355296453216,0.09563650695950075,0.15678741361163262,0.2339959713634337,0.1890243902439024
D007822_Laryngeal Neoplasms,0.025391835805951283,0.13418626003042333,0.04119262772858173,0.0,0.1272937693043289,0.09197375853746455,0.02790727860929738,0.03702857239584844,0.08137884587711594,0.0,0.07293249574894729,0.03702857239584844,0.053679718866735913,0.09563650695950075,1.0000000000000002,0.049834162063882165,0.0157720074469128,0.0759671406828455,0.0,0.0,0.1212678125181665,0.12038585308576923,0.04698409857349396,0.11886623189198181,0.12258597964029813,0.026055452902098424,0.0,0.09759000729485333,0.11191765889343888,0.0,0.0,0.0,0.045770864827301506,0.040824829046386304,0.0,0.0,0.0,0.0,0.02904964468870634,0.08483796839677038,0.06846968651658969,0.05957448966029894,0.050156986257551925,0.06683396094894474,0.033389028164708894,0.0,0.15309310892394865,0.058621038176054935,0.17407765595569785,0.10050378152592122,0.12309149097933274,0.029462782549439487,0.12732140281584609,0.04210759605332595,0.09491579957524991,0.0,0.032738530223582564,0.07659799861619015,0.0,0.0,0.07106690545187015,0.07283184041729217,0.037424059428255996,0.07969708913291729,0.08798117404291675,0.056493268286603227,0.03874921291460643,0.08071830037509473,0.045679247321835446,0.047952944804036335,1.0000000000000002,0.025615775978928005,0.09110136110168687,0.0
D015212_Inflammatory Bowel Diseases,0.5365214849169835,0.40365524786581436,0.6021546919119038,0.2827423483887312,0.4277384244855162,0.4483432966284075,0.4784131306723074,0.45025024217561266,0.5082826397828228,0.13880022589755148,0.41191337879266254,0.45025024217561266,0.5285965607667936,0.3812772149634682,0.04983416206388216,1.0000000000000004,0.35526511838235814,0.4043190398740328,0.3640072438302241,0.06446165143640305,0.1369810093023565,0.42475243039154503,0.25755545010106035,0.22678922130850118,0.4154099311784974,0.45705498522499943,0.16394235698415544,0.1556261196591092,0.4557469448046546,0.25576208704236436,0.1424129802849529,0.09396819714698793,0.49268578225128196,0.3743426910347333,0.23809655208299255,0.290430624619675,0.13426824545130173,0.25521198023244074,0.4342994103945554,0.5263647187487686,0.4562504527505369,0.3800121308933643,0.382428301414597,0.4846044012092786,0.3993394177717508,0.0575435337648436,0.11189591308103443,0.2687623891473061,0.03470005647438787,0.16027269557106444,0.134951548823277,0.17619036965060236,0.4631817458151755,0.13429739301388355,0.1608216775075027,0.17028177618441456,0.49923814959396684,0.5229559995227292,0.12145019766035754,0.023997312451499723,0.1345792679793493,0.4224753991923788,0.3468893755303082,0.43370283202094534,0.5107905319986515,0.3303279099780538,0.2703448378728121,0.4308575359296335,0.5099106911343207,0.44926262668729167,0.04983416206388216,0.17871570241363968,0.33984843379028823,0.3145537023448612
D064726_Breast Neoplasms,0.46135321738243285,0.5818139416399088,0.4703758722562026,0.15487803854332519,0.27189700099828185,0.49690013742116007,0.22711936392123677,0.41581862273802017,0.34654709606266104,0.06589329806578537,0.2576653780006504,0.41581862273802017,0.6034828006491846,0.3197764963919383,0.0157720074469128,0.3552651183823582,1.0000000000000004,0.46584239517221476,0.3659440396887165,0.2677691578950285,0.13770985263172894,0.3827832767885351,0.3290188973489083,0.31174565515700486,0.4851144068378105,0.5079302413448633,0.3673535537545488,0.11082170316950643,0.4236398758820072,0.3642574929492349,0.10624176877686017,0.08921994734909414,0.40715070939202064,0.42883041215387185,0.39430018617281976,0.21308344883292965,0.11837764568676648,0.36629165653027973,0.5690486457516752,0.5680086219326289,0.553528143913035,0.4780732090763327,0.5078710236135769,0.48541568856987716,0.7014471851441475,0.0,0.14487513924117298,0.24408686297384335,0.01647332451644634,0.133152296816257,0.13978079369118973,0.22304986837273538,0.27711974764408126,0.19126693973509992,0.13473114279574716,0.19760567610042915,0.38416614281056877,0.41135948166397346,0.11531327161512439,0.022784718856460422,0.16140495773029587,0.4424809076979371,0.4214403164132584,0.47815636488794566,0.3871514852818508,0.6700412105837944,0.39969398002187295,0.5296052880011455,0.6095036008742387,0.5663280748699339,0.0157720074469128,0.25210361872681586,0.4088868400962336,0.6817876243828116
D001943_Breast Neoplasms,0.5335462320488497,0.5904959332379504,0.49442721102901394,0.13427685225327807,0.3613870838421556,0.7736496224459798,0.2315079486925141,0.5232095869373448,0.5168250843084337,0.07934509067835885,0.2615103333838137,0.5232095869373448,0.6684485082338504,0.21505086656680633,0.0759671406828455,0.4043190398740326,0.4658423951722147,0.9999999999999993,0.2023724616981822,0.1842473794773697,0.16213769394008534,0.5443323651174166,0.28054286341847856,0.36532507739938064,0.6278322470341964,0.5700551777766623,0.2219232278424528,0.12899722835329988,0.4357915366076097,0.2551964323079268,0.11164843913471799,0.05371688032419251,0.43950313035740557,0.3516925832743617,0.265884992389959,0.21432259348434052,0.13157894736842102,0.25242677868965196,0.5097750607611886,0.6631799918977137,0.7088828254203939,0.5582908006766844,0.5566823216463547,0.7790940250226539,0.44438936877405805,0.039473684210526314,0.14421256721567743,0.2404767233211203,0.055541563474851195,0.14659171027848236,0.11782144851231101,0.23904011744265666,0.4149392212529257,0.16889630594493055,0.15574640902612794,0.1557464090261279,0.42080928828656683,0.6432828150743526,0.07934509067835885,0.09328276418342815,0.19759423551945518,0.8246124864751637,0.3701584421337358,0.8093468424169672,0.6025335920703093,0.39654680230353956,0.3497076287694125,0.7726242485146501,0.6287860715342874,0.7475124309582324,0.0759671406828455,0.2545312092798852,0.5149008176916652,0.4722400786095411
D058922_Breast Neoplasms,0.33275752478650045,0.2673126333640892,0.3303849182727134,0.28128433856309726,0.34379196935489664,0.2191467472968746,0.16787246537107497,0.3022905106110885,0.3205213108062092,0.14959151840135315,0.4073787510517832,0.3022905106110885,0.2767740848260183,0.616380526213868,0.0,0.36400724383022415,0.3659440396887166,0.20237246169818224,1.0000000000000002,0.05210501057189062,0.20842004228756245,0.2689755120581733,0.17159466034225102,0.17510786059652958,0.25378031446707094,0.23509958690013502,0.11308055883843512,0.14675987714106856,0.3160038350792664,0.12529400275814703,0.13155870289605437,0.20254787341673336,0.3736600469454598,0.28065856617824936,0.15515822270854382,0.18496087779795345,0.14470719035407653,0.11513885447644204,0.2808389157364335,0.2551656704193014,0.24796264244446947,0.1535838413725745,0.2909371275577973,0.22255268989827123,0.17932784773852187,0.0,0.19733805434408158,0.22668874579533438,0.0,0.08636670341750612,0.07933288280219176,0.06329621044272918,0.3213980449484771,0.21710790607558203,0.10195592378577321,0.3874325103859382,0.4149685075171568,0.25095232004797846,0.22438727760202976,0.0,0.0763381020690574,0.20027890262971876,0.2733592411557998,0.21915752043159753,0.2646194349438559,0.18609608063442903,0.18314265898810564,0.23506787372353813,0.27477734291357525,0.2348843484726305,0.0,0.09905672621829072,0.20690095457277852,0.21230884791811006
D018567_Breast Neoplasms,0.17859431827247366,0.20710421739487847,0.11322770341445956,0.0,0.0705674832033284,0.20279011830749752,0.1624442222536566,0.08980747950230206,0.10526543599755585,0.0844400661841498,0.047169942511815,0.08980747950230206,0.24996948800867386,0.04639051998342824,0.0,0.06446165143640305,0.2677691578950285,0.18424737947736972,0.05210501057189062,1.0,0.039215686274509796,0.08175400274632973,0.07976722400003726,0.09884330004903596,0.23785173754200706,0.16430376443559458,0.03191534511615645,0.09467621366623016,0.0697989069059742,0.042434894699000324,0.07426106572325057,0.05716619504750295,0.0888085224747446,0.08911327886790067,0.06737100695453693,0.11243619908556621,0.09335200560186731,0.028885572587590752,0.19727606448644588,0.18518606722731026,0.1897867224610612,0.22540340294130606,0.17030798416679765,0.20262020615507728,0.1538625474903845,0.0,0.04950737714883371,0.07108845067154108,0.0,0.04875149494180871,0.0298540717013266,0.14291548761875736,0.05403995802177691,0.1429762897859917,0.04604092555161308,0.1611432394306458,0.0873428587960222,0.17184412710591604,0.0422200330920749,0.0,0.31025261399701154,0.17664315938154412,0.08169000880346042,0.19329383326428434,0.09602356067068141,0.06394094062643726,0.17856322690429033,0.2175229270371563,0.19941920640703076,0.2093453539268351,0.0,0.07455285885407985,0.2714568568364876,0.24741610657828392
D003248_Constipation,0.18475274304048997,0.153848847207624,0.206474047402838,0.10585122480499261,0.17641870800832102,0.1784553041105978,0.0812221111268283,0.20955078550537146,0.19079360274557,0.0422200330920749,0.2004722556752138,0.20955078550537146,0.17706172067281065,0.2783431199005694,0.1212678125181665,0.1369810093023565,0.13770985263172894,0.16213769394008537,0.20842004228756247,0.039215686274509796,0.9999999999999999,0.1985454352410865,0.2620923074286939,0.18944965842731898,0.20541740969536984,0.12006813554908835,0.11170370790654757,0.28402864099869046,0.21715215481858646,0.09901475429766741,0.04950737714883371,0.2858309752375148,0.20721988577440412,0.1782265577358014,0.14821621529998127,0.09637388493048532,0.23338001400466826,0.10109950405656763,0.17613934329146957,0.14403360784346353,0.16131871409190202,0.10403233981906436,0.18247284017871182,0.1499389525547572,0.09717634578340074,0.0,0.49507377148833703,0.2417007322832397,0.0844400661841498,0.12187873735452177,0.2089785019092862,0.05716619504750295,0.3010797661213285,0.2859525795719834,0.11510231387903269,0.1611432394306458,0.22232727693532933,0.23222179338637305,0.37998029782867415,0.029197858123689188,0.1378900506653384,0.17311029619391324,0.2087633558310655,0.1391715599502847,0.1920471213413628,0.12788188125287453,0.09398064573910016,0.1479155903852663,0.16618267200585896,0.17212840211761998,0.1212678125181665,0.18638214713519957,0.20832735524660684,0.1391715599502847
D010300_Parkinson Disease,0.5538953880622766,0.5586390961538165,0.5335894361826011,0.21278980968455707,0.45447700093121474,0.5338880735239038,0.19351535285851215,0.5384921261918234,0.5172743021979421,0.06286946134619315,0.3090574332880762,0.5384921261918234,0.4978539548365394,0.28092409242568744,0.12038585308576921,0.42475243039154525,0.3827832767885352,0.5443323651174163,0.26897551205817327,0.08175400274632971,0.19854543524108648,1.0000000000000002,0.4411852214824036,0.5151532582586555,0.5377139262117359,0.4535679659774419,0.3374264041304479,0.19032499174956513,0.5912855189759458,0.35386069477175314,0.15481405396264197,0.08512565307587487,0.5377920658099125,0.4511723858339854,0.3772090063354102,0.2439660853498193,0.18071249218279817,0.3484072388316657,0.47421574454254656,0.5346657942942821,0.5242409111474238,0.4423643808709049,0.46735602820117805,0.5201650690647016,0.3714079574725448,0.06255432421712243,0.16955824957813168,0.2794628901080735,0.0880172458846704,0.17422896207375066,0.14225735183180385,0.22132669799727467,0.45983087082187474,0.1703237381082926,0.17825370424967585,0.18510961595158645,0.5367990521826186,0.5878588572646296,0.1257389226923863,0.13913043478260873,0.16939791077198396,0.5492227117813073,0.4460274047001092,0.5641508413466675,0.6037262554807118,0.41077981389567203,0.27989142318762006,0.544171121216192,0.49822164523824286,0.4946183164921229,0.12038585308576921,0.27753993393094817,0.4136244542006199,0.4190834821432387
D010302_Parkinson Disease,0.35790375494063636,0.3438883891897036,0.36772571152317546,0.15379156298021623,0.2563192716336938,0.2922772980136754,0.1337422295679131,0.3688278682422476,0.3135279607519821,0.04907329048119165,0.24672006500252172,0.3688278682422476,0.314757231688494,0.2696037042125894,0.04698409857349396,0.2575554501010604,0.3290188973489084,0.2805428634184786,0.17159466034225102,0.07976722400003725,0.2620923074286938,0.4411852214824034,0.9999999999999998,0.4595511296590076,0.37070826907389515,0.29013349630442536,0.454425029201032,0.17882196237864592,0.3966298525248277,0.4356867556481015,0.10070118408847628,0.1328910988370191,0.3397794463247201,0.41431344310687385,0.43851825335261024,0.17736108266015999,0.14919455077471255,0.4280729402317537,0.3726098838951088,0.30792124005200155,0.32537520605984405,0.34260417222700584,0.3216732773537283,0.2920324070632506,0.3294382120184081,0.08137884587711594,0.18701648473574167,0.3057224866120192,0.07360993572178746,0.2549922972240303,0.08675014118596966,0.15780817986896015,0.2691936603186859,0.22553616857750577,0.24081479730497898,0.14716459835304274,0.37378025047579566,0.34549324008148136,0.19629316192476662,0.08484331182353913,0.1502556520978729,0.2771770079258578,0.41145055314420914,0.2853305869583237,0.38753588942288686,0.3928342223156575,0.3714017552019353,0.3059264442416731,0.31227184667462426,0.3109175722075777,0.04698409857349396,0.28162698960953514,0.2531500780992836,0.3684583957572054
D020734_Parkinson Disease,0.4268642178060851,0.405176892708083,0.33015809594253115,0.05558301073665106,0.2593873834377049,0.36290466786889364,0.14785381597168973,0.3772668748314818,0.33165246051878083,0.035471922891501605,0.19319955836231897,0.3772668748314818,0.3369012720854785,0.16889527517329472,0.11886623189198178,0.22678922130850127,0.31174565515700503,0.36532507739938064,0.1751078605965296,0.09884330004903598,0.18944965842731898,0.5151532582586552,0.45955112965900763,0.9999999999999996,0.3996708612378359,0.32917892128475884,0.32847460273660356,0.15908785971360312,0.34534100127000816,0.3030457633656632,0.12478354962115544,0.09605842128561484,0.3792882562056833,0.3618722939013507,0.36791928918946737,0.17543556119513545,0.16666666666666666,0.309426373877638,0.3818055535296173,0.3716810518816204,0.3826865774522523,0.4006046372445421,0.36027344840936926,0.3574935495187613,0.31637228631094316,0.058823529411764705,0.16637806616154058,0.22695973102986777,0.08867980722875402,0.13311820749553363,0.07524731165492132,0.14408763192842228,0.3405198463182176,0.1887664595855106,0.14505792997531525,0.13538740131029423,0.35357109161833367,0.4311827824243285,0.17735961445750803,0.26984218289739087,0.11585081503937197,0.37547714525775416,0.3241018617760822,0.394630306414525,0.4078616348006516,0.3338384844449969,0.2882023060624927,0.3600289526536365,0.3420723603029341,0.37131336439755314,0.11886623189198178,0.31840439455519376,0.29702058553750715,0.38001436913991304
D004938_Esophageal Neoplasms,0.5280242366617975,0.6068588172016041,0.47191168232183284,0.13132040980721646,0.3283010245180412,0.6641819320819944,0.28736745134289826,0.5314971602284454,0.46614685904866854,0.06983829814521599,0.2828449546155282,0.5314971602284454,0.6202308129183004,0.2941581628201652,0.12258597964029813,0.41540993117849767,0.4851144068378109,0.6278322470341969,0.25378031446707094,0.2378517375420071,0.2054174096953698,0.5377139262117362,0.3707082690738953,0.39967086123783596,1.0000000000000016,0.5731837794779467,0.25956455628412556,0.1370326361422975,0.46183164850475894,0.30027309973793775,0.09554144082570745,0.07880125225640988,0.4223452090525651,0.379436007850667,0.30460758577286196,0.2391253967462439,0.11581371547232744,0.2986318168658232,0.5399890932862951,0.6466875181056145,0.6474926775060205,0.5210356531071687,0.5298926404350232,0.626757353076839,0.46883760688895604,0.038604571824109146,0.15696093849937653,0.30573663087422986,0.05819858178767999,0.21504618791405752,0.11522731314502357,0.2561040698333321,0.466106227860722,0.19145588839072036,0.2157827854501761,0.15866381283101183,0.4378128872117868,0.6146077548339416,0.10475744721782398,0.08049609673828377,0.17582008926458834,0.6262700172783101,0.39537330979988755,0.6352111052203577,0.5265167060132346,0.43566323491898606,0.3601447207278683,0.6524658142971125,0.5986519174401923,0.6746218220337622,0.12258597964029813,0.28089934843103026,0.6039286925039299,0.588316325640331
D002583_Uterine Cervical Neoplasms,0.5478013074461374,0.5301637583869834,0.5344997007044756,0.17057297884317546,0.3468317236477899,0.5882116746604612,0.28358334553781167,0.45731341021959393,0.4961648685189269,0.06803508249092066,0.25843933229060967,0.45731341021959393,0.6596030507819249,0.20931561023557624,0.026055452902098424,0.4570549852249993,0.5079302413448631,0.570055177776662,0.23509958690013497,0.16430376443559458,0.12006813554908834,0.4535679659774417,0.29013349630442536,0.3291789212847587,0.573183779477946,0.9999999999999998,0.3137210980178055,0.12968034377811108,0.4274118553938001,0.33278908698499987,0.10371166751929795,0.07369594973584202,0.4221735369298077,0.47866923470445183,0.42991497288462377,0.2743647590521685,0.10530185922818898,0.3351412024822491,0.5722176466510168,0.6333058691482604,0.6055435218280799,0.5066512370242168,0.6096515863020685,0.6177577909464581,0.5767876242753678,0.0,0.07977820578407534,0.27951377896610113,0.0408210494945524,0.1414082634856972,0.09621613637583228,0.2717538146509174,0.3259362020243673,0.13823869320929047,0.14096522629338243,0.1409652262933824,0.4196844783036445,0.49695309078944644,0.06803508249092066,0.009410123775465597,0.2277566901715873,0.5248945781760489,0.4534218802947889,0.5606668131310075,0.5192261847277913,0.4592507996316863,0.40587057342014426,0.6295434608790402,0.6284221559602211,0.6462081413808126,0.026055452902098424,0.20022919337089873,0.4516787688149639,0.5606668131310076
D020767_Thrombosis,0.3207667470079832,0.3515470711415476,0.3740180774273662,0.0646095738380922,0.1938287215142766,0.23105456304590022,0.09915286281858925,0.2923561436374678,0.19275605848338564,0.034360406637202474,0.10556933023046522,0.2923561436374678,0.29243852147039534,0.08809388259564935,0.0,0.16394235698415544,0.3673535537545487,0.22192322784245277,0.11308055883843512,0.03191534511615645,0.11170370790654757,0.3374264041304477,0.45442502920103195,0.32847460273660345,0.2595645562841255,0.3137210980178055,0.9999999999999999,0.19262853213235484,0.4796886356339931,0.828846477283248,0.22160131510697956,0.0930484210398471,0.26501215921749793,0.5399013858970046,0.6689175565424317,0.2875878420888011,0.22792115291927587,0.8462977905338658,0.3669746488495369,0.2846783540283516,0.2587142573053655,0.26340475693295845,0.27720734262673297,0.2374569965910592,0.38884010783032524,0.0,0.060436722301903514,0.24298981199789096,0.0,0.17854191019308469,0.04859295307498625,0.11631052629980888,0.1005255993448097,0.11636000961466178,0.16861503026429295,0.1124100201761953,0.1809391201892213,0.28726736321427554,0.10308121991160742,0.0,0.12624819542352972,0.20701367791025804,0.4210571189959441,0.2328195468599304,0.27785934041321986,0.4311701628266555,0.3747781216381773,0.24784079854830476,0.28852548671892586,0.25366779934950867,0.0,0.19213495274271775,0.13358122874570727,0.3775452111242114
D012851_Thrombosis,0.13381142984275515,0.16428571428571426,0.20099944202632336,0.0,0.1703670839999839,0.12239617863553964,0.11438580396855505,0.19513540711235805,0.15883524325588974,0.05096471914376255,0.170819587012119,0.19513540711235805,0.13829914971286741,0.24266235270763112,0.09759000729485333,0.1556261196591092,0.11082170316950644,0.12899722835329988,0.14675987714106858,0.09467621366623016,0.2840286409986905,0.19032499174956516,0.1788219623786459,0.15908785971360312,0.1370326361422975,0.12968034377811108,0.19262853213235484,0.9999999999999998,0.29021434249957867,0.20489633302875318,0.38844929803367795,0.2760262237369417,0.2590731838785097,0.40637772717369375,0.17891501337389776,0.1745025152241333,0.7606388292556648,0.15690780984474148,0.14458270689127115,0.14281857971894338,0.12600262161074288,0.07674314842307171,0.14684461964287043,0.14186060651999421,0.10752837157134608,0.0,0.3286878675669582,0.20594979155639065,0.15289415743128767,0.11769797726729994,0.07207499701564471,0.06900655593423542,0.16774150449945655,0.27121251999684587,0.11115400287534567,0.16673100431301852,0.13418804294037232,0.17940478184940387,0.45868247229386294,0.0,0.16645007571529574,0.1322024729797531,0.20817621125857194,0.1306643437656475,0.218945127124779,0.12128992621239366,0.07941225539113156,0.12603679235893844,0.12704838526179787,0.12354482535741992,0.09759000729485333,0.059996250351525886,0.15240998561973748,0.13066434376564753
D013927_Thrombosis,0.5310096603540753,0.526598605341977,0.5663938449692233,0.2616689507558323,0.474493030703909,0.4555870935242715,0.18739903728237045,0.5517641225070455,0.5412593777472835,0.10019501341827017,0.307840374844308,0.5517641225070455,0.48198986775627145,0.3547417199382269,0.11191765889343888,0.4557469448046545,0.42363987588200713,0.43579153660760933,0.3160038350792663,0.06979890690597422,0.21715215481858643,0.5912855189759454,0.3966298525248278,0.3453410012700081,0.4618316485047581,0.42741185539380006,0.4796886356339932,0.2902143424995786,0.9999999999999994,0.4979298574923443,0.3035134243703334,0.11305390791153364,0.5210383489062478,0.563947523991329,0.43701181091723756,0.3875379511033292,0.32307845244599814,0.47985117128814786,0.4988220962734934,0.5147574219611245,0.49355763092753846,0.4023322232945685,0.4378492933694564,0.4744393995896779,0.393967790901704,0.027692438781085564,0.24476889062123663,0.34303242053878746,0.033398337806090056,0.20246666288973753,0.1889295291443625,0.16958086186730045,0.46718047275369246,0.23428272614682263,0.2094200090147992,0.2185252267980513,0.5339000073428798,0.5419151273376055,0.16699168903045028,0.06929127175499364,0.17725258607772132,0.4275870404838147,0.5133797792592045,0.44189809078511844,0.521168960425311,0.4516138807053989,0.3122439259223634,0.45255052260216944,0.4864002005575175,0.4581697880773697,0.11191765889343888,0.2555598844656365,0.3545659224548414,0.4097878488941584
